id,title,classification,verified_by,soc_code,soc_resolved_via,onet_occupation_title,job_zone,oes_employment,onet,careeronestop,bls_ooh,bls_oes,flags,note,primary_industry,source_url,created_at
470ca10e-b238-4977-a5e6-ad21f1c1eb44,Elementary School Teacher (STEM),UNVERIFIABLE,,,,,,,no,no,no,no,,"bls.gov OOH slug ""kindergarten-and-elementary-school-teachers"" matches no O*NET occupation title",Education & Coaching,https://www.bls.gov/ooh/education-and-training/kindergarten-and-elementary-school-teachers.htm,2026-05-04T01:52:31.613852+00:00
47182afd-a84d-41b7-b5bd-38543fc09213,Sustainability Scientist,VERIFIED BUT FLAGGED,O*NET+CareerOneStop+BLS OOH+BLS OES,19-2041.00,title_partial,"Environmental Scientists and Specialists, Including Health",4,89250,yes,yes,yes,yes,SOC resolved only by partial title match — confirm the occupation is right,,Environment & Sustainability,https://www.bls.gov/ooh/life-physical-social-science/environmental-scientists-and-specialists.htm,2026-04-24T06:30:37.109314+00:00
471f7ffa-d461-4f42-a48a-6975400d91de,Resort General Manager,UNVERIFIABLE,,,,,,,no,no,no,no,,"bls.gov OOH slug ""general-managers-and-top-executives"" matches no O*NET occupation title",Hospitality & Events,https://www.bls.gov/ooh/management/general-managers-and-top-executives.htm,2026-04-22T02:52:30.264317+00:00
4736d277-f81d-4e31-bab7-405fa4b484fb,Accessibility Technology Specialist,VERIFIED,O*NET+CareerOneStop+BLS OES,15-1255.00,onet_url,Web and Digital Interface Designers,4,113330,yes,yes,no,yes,,,Tech & Engineering,https://www.onetonline.org/link/summary/15-1255.00,2026-04-22T03:28:12.738573+00:00
47413553-e623-4716-95ac-3070a54a583d,Investment Banker (Healthcare),VERIFIED BUT FLAGGED,O*NET+CareerOneStop+BLS OOH+BLS OES,13-2051.00,title_partial,Financial and Investment Analysts,4,361980,yes,yes,yes,yes,SOC resolved only by partial title match — confirm the occupation is right,,Business & Finance,https://www.bls.gov/ooh/business-and-financial-operations/financial-analysts.htm,2026-04-25T06:08:20.280134+00:00
4749560f-acaa-4f82-ac6f-d43e8da660ec,Pharmacy Technician,VERIFIED BUT FLAGGED,O*NET+CareerOneStop+BLS OES,29-2052.00,title_exact,Pharmacy Technicians,3,471680,yes,yes,no,yes,"industry: O*NET SOC 29-2052.00 maps to Healthcare & Medicine, row has Supply Chain & Operations",,Supply Chain & Operations,https://www.bls.gov/ooh/healthcare-practitioner-and-technical/pharmacy-technicians.htm,2026-04-22T02:52:33.477982+00:00
474b8d22-6e16-4290-85e8-b38c2d1f3902,Clinical Trial Scientist,VERIFIED BUT FLAGGED,O*NET+CareerOneStop+BLS OES,19-4051.02,onet_url,Nuclear Monitoring Technicians,3,6470,yes,yes,no,yes,"requirements: text implies level 4, O*NET Job Zone 3 implies 2",,Science & Research,https://www.onetonline.org/link/summary/19-4051.02,2026-08-02T03:30:53.886044+00:00
4751b61d-d4ea-4299-a564-70905e751064,Museum Studies Educator,VERIFIED,O*NET+CareerOneStop+BLS OES,25-9021.00,onet_url,Farm and Home Management Educators,5,8220,yes,yes,no,yes,,,Education & Coaching,https://www.onetonline.org/link/summary/25-9021.00,2026-07-26T03:32:19.657493+00:00
475c8d12-eb79-43b1-9c63-8142b999c9ea,Legal Secretary,VERIFIED,O*NET+CareerOneStop+BLS OES,43-6012.00,title_exact,Legal Secretaries and Administrative Assistants,3,156280,yes,yes,no,yes,,,Law & Government,https://www.bls.gov/ooh/office-and-administrative-support/legal-secretaries-and-administrative-assistants.htm,2026-04-22T02:52:34.616352+00:00
475d43d2-66d7-4259-9583-f0fec7ad72e6,Industrial Illustrator,VERIFIED,O*NET+CareerOneStop+BLS OOH+BLS OES,27-1014.00,onet_url,Special Effects Artists and Animators,4,19970,yes,yes,yes,yes,,,Design & Creative,https://www.onetonline.org/link/summary/27-1014.00,2026-04-22T02:52:34.05043+00:00
475e9c29-2674-41cb-b2f7-504fdab69113,Commercial Underwriter (Insurance),VERIFIED,O*NET+CareerOneStop+BLS OOH+BLS OES,13-2053.00,title_exact,Insurance Underwriters,4,105420,yes,yes,yes,yes,,,Business & Finance,https://www.bls.gov/ooh/business-and-financial-operations/insurance-underwriters.htm,2026-04-24T06:30:11.514497+00:00
475f8c43-b1b7-4305-ab67-84cd426529f0,Legislative Staffer,VERIFIED BUT FLAGGED,O*NET+CareerOneStop+BLS OES,43-9061.00,title_partial,"Office Clerks, General",,2464940,yes,yes,no,yes,"industry: O*NET SOC 43-9061.00 maps to Business & Finance, row has Law & Government; SOC resolved only by partial title match — confirm the occupation is right",,Law & Government,https://www.bls.gov/ooh/office-and-administrative-support/general-office-clerks.htm,2026-05-22T02:13:50.193372+00:00
47603e1f-b1f7-4eb2-af07-9afbc76cea5f,Human-Computer Interaction Researcher,VERIFIED,O*NET+CareerOneStop+BLS OES,15-1299.01,onet_url,Web Administrators,4,435370,yes,yes,no,yes,,,Science & Research,https://www.onetonline.org/link/summary/15-1299.01,2026-04-27T08:01:45.365036+00:00
476b8a0a-526e-4ebb-80db-03ad6ac3bb7d,Subscription Service Founder (Niche Market),VERIFIED BUT FLAGGED,O*NET+CareerOneStop+BLS OOH+BLS OES,11-1011.00,onet_url,Chief Executives,5,204350,yes,yes,yes,yes,"requirements: text implies level 1, O*NET Job Zone 5 implies 4",,Entrepreneurship,https://www.onetonline.org/link/summary/11-1011.00,2026-07-11T03:18:35.510776+00:00
476d5bee-12a0-47a6-86c5-7d0fd58da30a,Airport Operations Coordinator,VERIFIED,O*NET+CareerOneStop+BLS OES,53-2021.00,onet_url,Air Traffic Controllers,3,22510,yes,yes,no,yes,,,Aviation & Transportation,https://www.onetonline.org/link/summary/53-2021.00,2026-08-12T02:24:11.447854+00:00
4774fc21-d6b4-4da2-97c5-a4334483097b,Media Relations Manager,VERIFIED,O*NET+CareerOneStop+BLS OOH+BLS OES,27-3031.00,onet_url,Public Relations Specialists,4,283380,yes,yes,yes,yes,,,Marketing & Communications,https://www.onetonline.org/link/summary/27-3031.00,2026-04-22T02:52:30.264317+00:00
477c6fd2-f01d-4570-9d15-6538b922908f,Urologic Surgeon,UNVERIFIABLE,,,,,,,no,no,no,no,,"bls.gov OOH slug ""physicians-and-surgeons"" matches no O*NET occupation title",Healthcare & Medicine,https://www.bls.gov/ooh/healthcare-and-technical/physicians-and-surgeons.htm,2026-04-22T02:52:33.295118+00:00
4783235a-74ab-4a26-82f5-572f463306fe,Surgeon (General),VERIFIED,O*NET+BLS OES,29-1249.00,title_exact,"Surgeons, All Other",,25140,yes,no,no,yes,,,Healthcare & Medicine,https://www.bls.gov/ooh/healthcare-practitioners-and-technical-occupations/surgeons.htm,2026-04-22T02:52:31.392704+00:00
47884584-8c07-4cd1-9103-14afb0331a7e,Wardrobe Organizer,VERIFIED BUT FLAGGED,O*NET+CareerOneStop+BLS OOH+BLS OES,39-9031.00,onet_url,Exercise Trainers and Group Fitness Instructors,3,322930,yes,yes,yes,yes,"industry: O*NET SOC 39-9031.00 maps to Sports & Fitness, row has Fashion & Beauty",,Fashion & Beauty,https://www.onetonline.org/link/summary/39-9031.00,2026-05-07T01:56:22.007304+00:00
478a3888-dc3c-48d8-beb1-6d733c160433,Esports Coach (Professional),VERIFIED BUT FLAGGED,O*NET+CareerOneStop+BLS OOH+BLS OES,27-2022.00,onet_url,Coaches and Scouts,4,248950,yes,yes,yes,yes,"requirements: text implies level 1, O*NET Job Zone 4 implies 3",,Sports & Fitness,https://www.onetonline.org/link/summary/27-2022.00,2026-06-03T02:47:18.29351+00:00
47912918-1088-4d3b-90c4-eaea910a96a3,Environmental Compliance Manager,VERIFIED BUT FLAGGED,O*NET+CareerOneStop+BLS OOH+BLS OES,19-2041.00,title_partial,"Environmental Scientists and Specialists, Including Health",4,89250,yes,yes,yes,yes,SOC resolved only by partial title match — confirm the occupation is right,,Environment & Sustainability,https://www.bls.gov/ooh/life-physical-social-science/environmental-scientists-and-specialists.htm,2026-04-22T02:52:33.86077+00:00
4795565b-8b08-4515-b8f9-c8744a2f4d9b,Psychiatry Nurse Specialist,VERIFIED,O*NET+CareerOneStop+BLS OOH+BLS OES,29-1141.00,title_exact,Registered Nurses,4,3379720,yes,yes,yes,yes,,,Healthcare & Medicine,https://www.bls.gov/ooh/healthcare-practitioners-and-technical-occupations/registered-nurses.htm,2026-04-22T02:52:30.264317+00:00
479da78c-4d5e-46ef-8a5c-26fd8cffeec7,Business Bankruptcy Advisor,VERIFIED,O*NET+CareerOneStop+BLS OOH+BLS OES,13-1111.00,onet_url,Management Analysts,4,898280,yes,yes,yes,yes,,,Business & Finance,https://www.onetonline.org/link/summary/13-1111.00,2026-04-22T02:52:30.47108+00:00
47c8f67b-c83a-4b5d-82e1-1c07cdc5db02,Digital Content Strategist,VERIFIED BUT FLAGGED,O*NET+CareerOneStop+BLS OOH+BLS OES,27-3031.00,onet_url,Public Relations Specialists,4,283380,yes,yes,yes,yes,"industry: O*NET SOC 27-3031.00 maps to Marketing & Communications, row has Media & Journalism",,Media & Journalism,https://www.onetonline.org/link/summary/27-3031.00,2026-05-23T02:03:31.194815+00:00
47ca09d5-b887-41c1-bff7-4d2306ba136b,Supply Chain Strategist,VERIFIED,O*NET+CareerOneStop+BLS OES,15-2031.00,title_exact,Operations Research Analysts,5,108510,yes,yes,no,yes,,,Supply Chain & Operations,https://www.bls.gov/ooh/business-and-financial-operations/operations-research-analysts.htm,2026-04-22T02:52:32.496342+00:00
47ccc169-ac4a-49f9-b032-ec45e87f8bab,Grant Proposal Writer,VERIFIED,O*NET+CareerOneStop+BLS OOH+BLS OES,27-3042.00,onet_url,Technical Writers,4,45500,yes,yes,yes,yes,,,Media & Journalism,https://www.onetonline.org/link/summary/27-3042.00,2026-06-07T02:35:45.409704+00:00
47da0610-28fa-4fa2-a31f-facf17529cd8,Glass Blowing Artist,VERIFIED,O*NET+CareerOneStop+BLS OOH+BLS OES,27-1012.00,onet_url,Craft Artists,3,4580,yes,yes,yes,yes,,,Arts & Performance,https://www.onetonline.org/link/summary/27-1012.00,2026-04-22T02:52:34.05043+00:00
47dbe29a-37c0-4a44-88fe-fa6c1742c558,Anesthesiologist Assistant,VERIFIED,O*NET+CareerOneStop+BLS OES,29-1071.01,onet_url,Anesthesiologist Assistants,5,162150,yes,yes,no,yes,,,Healthcare & Medicine,https://www.onetonline.org/link/summary/29-1071.01,2026-04-22T02:52:30.082186+00:00
47e016e0-dddd-4cb1-a0bb-f31699cb1a48,Investigative Researcher (Journalism),UNVERIFIABLE,,,,,,,no,no,no,no,,"bls.gov OOH slug ""reporters-and-correspondents"" matches no O*NET occupation title",Media & Journalism,https://www.bls.gov/ooh/media-and-communication/reporters-and-correspondents.htm,2026-08-10T02:11:29.691342+00:00
47e18a54-d05e-4247-9e15-7456ba1963fd,AI Ethics Consultant Founder,VERIFIED BUT FLAGGED,O*NET+CareerOneStop+BLS OOH+BLS OES,11-3051.00,onet_url,Industrial Production Managers,4,246250,yes,yes,yes,yes,"industry: O*NET SOC 11-3051.00 maps to Supply Chain & Operations, row has Entrepreneurship",,Entrepreneurship,https://www.onetonline.org/link/summary/11-3051.00,2026-07-16T03:14:17.544897+00:00
47e52b16-be4f-4c77-8d6b-38cdfd2a6560,Oceanographer,VERIFIED,O*NET+BLS OES,19-1029.00,title_exact,"Biological Scientists, All Other",,55850,yes,no,no,yes,,,Environment & Sustainability,https://www.bls.gov/ooh/life-physical-and-social-science/biological-scientists.htm,2026-04-22T02:52:32.271017+00:00
47e994e4-392d-4901-8550-1d1f1b120e41,Menopause Beauty Specialist,VERIFIED,O*NET+CareerOneStop+BLS OOH+BLS OES,39-5094.00,onet_url,Skincare Specialists,3,72890,yes,yes,yes,yes,,,Fashion & Beauty,https://www.onetonline.org/link/summary/39-5094.00,2026-04-22T02:52:33.087307+00:00
47eafeda-b078-418c-8b89-6e770ac93a4b,Nutrition Coach (Sports),VERIFIED,O*NET+CareerOneStop+BLS OOH+BLS OES,27-2022.00,onet_url,Coaches and Scouts,4,248950,yes,yes,yes,yes,,,Sports & Fitness,https://www.onetonline.org/link/summary/27-2022.00,2026-05-01T02:02:03.870788+00:00
47ef5152-12c3-404a-825e-0d37d82426c2,Renewable Energy Consultant,VERIFIED,O*NET+BLS OES,19-4099.00,onet_base,"Life, Physical, and Social Science Technicians, All Other",,73910,yes,no,no,yes,,,Environment & Sustainability,https://www.onetonline.org/link/summary/19-4099.02,2026-04-22T02:52:30.082186+00:00
47f13438-dc54-4481-994b-317639feb893,Conservation Program Manager,UNVERIFIABLE,,,,,,,no,no,no,no,,"bls.gov OOH slug ""conservation-scientists-and-foresters"" matches no O*NET occupation title",Environment & Sustainability,https://www.bls.gov/ooh/life-physical-and-social-science/conservation-scientists-and-foresters.htm,2026-06-14T02:37:56.169701+00:00
47f193dc-9ea0-467b-bee9-99409146f0dc,Equity Crowdfunding Manager,VERIFIED,O*NET+CareerOneStop+BLS OOH+BLS OES,11-3031.00,title_exact,Financial Managers,4,841710,yes,yes,yes,yes,,,Business & Finance,https://www.bls.gov/ooh/business-and-financial-operations/financial-managers.htm,2026-05-13T02:07:38.030302+00:00
47f7519c-facf-4d29-b7d5-a577a1f0a479,Makeup Artist for Film and Television,VERIFIED,O*NET+CareerOneStop+BLS OES,39-5091.00,onet_url,"Makeup Artists, Theatrical and Performance",3,2340,yes,yes,no,yes,,,Fashion & Beauty,https://www.onetonline.org/link/summary/39-5091.00,2026-04-22T02:52:32.271017+00:00
47f9cfe6-6932-474f-a8e6-037bde005e9c,Fact Checker (Investigative),VERIFIED,O*NET+CareerOneStop+BLS OOH+BLS OES,27-3023.00,onet_url,"News Analysts, Reporters, and Journalists",4,39250,yes,yes,yes,yes,,,Media & Journalism,https://www.onetonline.org/link/summary/27-3023.00,2026-05-20T02:12:40.511828+00:00
47fc7895-aebb-4913-b82a-64a83abe60b5,Neurodivergent Learning Pathway Designer,VERIFIED,O*NET+CareerOneStop+BLS OES,25-9044.00,onet_url,"Teaching Assistants, Postsecondary",5,164090,yes,yes,no,yes,,,Education & Coaching,https://www.onetonline.org/link/summary/25-9044.00,2026-08-17T01:41:02.974337+00:00
4802f760-4845-43f4-942a-38773ce3c873,Behavioral Economist,VERIFIED,O*NET+CareerOneStop+BLS OOH+BLS OES,19-3094.00,onet_url,Political Scientists,5,5540,yes,yes,yes,yes,,,Business & Finance,https://www.onetonline.org/link/summary/19-3094.00,2026-04-29T01:58:35.760076+00:00
480a7cc0-be60-4699-b87d-bf344bc900d9,DEI Program Manager,UNVERIFIABLE,,,,,,,no,no,no,no,,"cited SOC 11-3011.00 is not in the O*NET taxonomy, and neither is its base",Education & Coaching,https://www.onetonline.org/link/summary/11-3011.00,2026-04-22T02:52:30.264317+00:00
480bbaf9-bd6e-4e2b-afb3-ba07f9338f22,Event Logistics Coordinator,VERIFIED,O*NET+CareerOneStop+BLS OOH+BLS OES,13-1121.00,onet_url,"Meeting, Convention, and Event Planners",4,142860,yes,yes,yes,yes,,,Hospitality & Events,https://www.onetonline.org/link/summary/13-1121.00,2026-04-22T02:52:29.422718+00:00
4824bedc-94d2-4076-ad5c-20f3ad697528,College Professor,VERIFIED,O*NET+BLS OOH+BLS OES,25-1199.00,title_exact,"Postsecondary Teachers, All Other",,149840,yes,no,yes,yes,,,Education & Coaching,https://www.bls.gov/ooh/education-and-training/postsecondary-teachers.htm,2026-04-22T02:52:32.086589+00:00
483af109-1637-429e-9900-2785731a9737,Investigative Journalist (Deep Reporting),VERIFIED,O*NET+CareerOneStop+BLS OOH+BLS OES,27-3023.00,onet_url,"News Analysts, Reporters, and Journalists",4,39250,yes,yes,yes,yes,,,Media & Journalism,https://www.onetonline.org/link/summary/27-3023.00,2026-04-22T03:27:08.225608+00:00
4845b726-262e-4551-b31f-18c5c86c305e,Wig Specialist (Medical/Fashion),VERIFIED,O*NET+CareerOneStop+BLS OES,39-5012.00,onet_url,"Hairdressers, Hairstylists, and Cosmetologists",3,305710,yes,yes,no,yes,,,Fashion & Beauty,https://www.onetonline.org/link/summary/39-5012.00,2026-06-28T04:22:38.150698+00:00
48485795-328a-4990-9d06-c35889a7e1b8,Community Developer,VERIFIED BUT FLAGGED,O*NET+CareerOneStop+BLS OES,21-1094.00,onet_url,Community Health Workers,4,61660,yes,yes,no,yes,"industry: O*NET SOC 21-1094.00 maps to Healthcare & Medicine, row has Social Impact & Nonprofit",,Social Impact & Nonprofit,https://www.onetonline.org/link/summary/21-1094.00,2026-04-23T06:29:35.461758+00:00
4852b8a3-c1f5-4af9-a4ca-00c58859bdfc,Handmade Goods E-commerce Entrepreneur,UNVERIFIABLE,,,,,,,no,no,no,no,,"bls.gov OOH slug ""self-employed-workers"" matches no O*NET occupation title",Entrepreneurship,https://www.bls.gov/ooh/management/self-employed-workers.htm,2026-07-02T04:03:57.418239+00:00
4854c42c-d806-45a6-ae33-4a212cf1f4c5,Legislative Staff Attorney,VERIFIED,O*NET+CareerOneStop+BLS OOH+BLS OES,23-1011.00,onet_url,Lawyers,5,754500,yes,yes,yes,yes,,,Law & Government,https://www.onetonline.org/link/summary/23-1011.00,2026-06-12T02:33:04.26771+00:00
4860339e-99fe-4f03-8d15-780f3a50f093,Clinical Pharmacist (Oncology),VERIFIED,O*NET+CareerOneStop+BLS OES,29-1051.00,title_exact,Pharmacists,5,321970,yes,yes,no,yes,,,Healthcare & Medicine,https://www.bls.gov/ooh/healthcare-practitioners-and-technical-occupations/pharmacists.htm,2026-06-10T02:16:42.694039+00:00
48606391-8df8-4ba8-a0e8-57afe0658df0,Street Performance Booking Agent,VERIFIED BUT FLAGGED,O*NET+CareerOneStop+BLS OES,13-1011.00,onet_url,"Agents and Business Managers of Artists, Performers, and Athletes",4,12620,yes,yes,no,yes,"requirements: text implies level 1, O*NET Job Zone 4 implies 3",,Arts & Performance,https://www.onetonline.org/link/summary/13-1011.00,2026-05-17T02:00:40.068149+00:00
486c64ff-0b29-49e5-a672-c5545cb3de3e,Case Manager (Social Services),VERIFIED,O*NET+CareerOneStop+BLS OOH+BLS OES,11-9151.00,title_exact,Social and Community Service Managers,4,209330,yes,yes,yes,yes,,,Social Impact & Nonprofit,https://www.bls.gov/ooh/community-and-social-service/social-and-community-service-managers.htm,2026-05-02T01:50:21.807544+00:00
486c8937-aa48-442d-9998-279e3259c044,Equity Research Analyst,VERIFIED BUT FLAGGED,O*NET+CareerOneStop+BLS OOH+BLS OES,13-2051.00,onet_url,Financial and Investment Analysts,4,361980,yes,yes,yes,yes,"industry: O*NET SOC 13-2051.00 maps to Business & Finance, row has Science & Research",,Science & Research,https://www.onetonline.org/link/summary/13-2051.00,2026-04-22T02:52:34.616352+00:00
487500ce-ac0b-4bd9-ac13-bec5aa58cf4c,Personal Assistant to Athletes,VERIFIED,O*NET+CareerOneStop+BLS OES,43-6014.00,onet_url,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",,1706790,yes,yes,no,yes,,,Supply Chain & Operations,https://www.onetonline.org/link/summary/43-6014.00,2026-04-22T02:52:34.465719+00:00
48763c03-c3b5-4238-aa63-57b90bcbb87a,Storyboard Artist,VERIFIED,O*NET+CareerOneStop+BLS OES,27-1013.00,onet_url,"Fine Artists, Including Painters, Sculptors, and Illustrators",3,11220,yes,yes,no,yes,,,Science & Research,https://www.onetonline.org/link/summary/27-1013.00,2026-04-22T02:52:34.05043+00:00
4877959a-337c-4e4a-92d3-de0c95bc13b4,Sustainable Footwear Designer,VERIFIED BUT FLAGGED,O*NET+CareerOneStop+BLS OOH+BLS OES,27-1022.00,onet_url,Fashion Designers,3,21450,yes,yes,yes,yes,"industry: O*NET SOC 27-1022.00 maps to Fashion & Beauty, row has Environment & Sustainability",,Environment & Sustainability,https://www.onetonline.org/link/summary/27-1022.00,2026-04-22T02:52:33.087307+00:00
487ef452-1067-4746-9b3b-ebc90613c59c,Fact Checker (Media Organization),VERIFIED,O*NET+CareerOneStop+BLS OOH+BLS OES,27-3023.00,onet_url,"News Analysts, Reporters, and Journalists",4,39250,yes,yes,yes,yes,,,Media & Journalism,https://www.onetonline.org/link/summary/27-3023.00,2026-05-01T02:01:48.320188+00:00
4881c5a0-cf08-4712-8d21-7955cab7cc65,Podcast Host (Professional),VERIFIED BUT FLAGGED,O*NET+CareerOneStop+BLS OOH+BLS OES,27-3011.00,onet_url,Broadcast Announcers and Radio Disc Jockeys,4,21240,yes,yes,yes,yes,"requirements: text implies level 1, O*NET Job Zone 4 implies 3",,Media & Journalism,https://www.onetonline.org/link/summary/27-3011.00,2026-04-22T02:52:31.392704+00:00
4881f711-2479-42b0-b7b6-560cfbe5eafc,Full-Stack Developer,VERIFIED,O*NET+CareerOneStop+BLS OOH+BLS OES,15-1252.00,ooh_crosswalk,Software Developers,4,1687890,yes,yes,yes,yes,,,Tech & Engineering,https://www.bls.gov/ooh/computer-and-information-technology/software-developers.htm,2026-08-11T02:07:13.18459+00:00
488a69b9-b6d7-4e6c-b8e5-42166fd3c2cb,Climate Tech Startup Founder,UNVERIFIABLE,,,,,,,no,no,no,no,,"bls.gov OOH slug ""general-managers-and-top-executives"" matches no O*NET occupation title",Environment & Sustainability,https://www.bls.gov/ooh/management/general-managers-and-top-executives.htm,2026-04-22T02:52:32.496342+00:00
48906b38-0150-4e01-a2c1-0e200f452288,Permanent Makeup Specialist,VERIFIED,O*NET+CareerOneStop+BLS OOH+BLS OES,39-5094.00,onet_url,Skincare Specialists,3,72890,yes,yes,yes,yes,,,Fashion & Beauty,https://www.onetonline.org/link/summary/39-5094.00,2026-07-10T03:52:44.681666+00:00
48a269bc-9ec5-4fa5-a289-9696e4f372f6,Mergers and Acquisitions Consultant,VERIFIED,O*NET+CareerOneStop+BLS OOH+BLS OES,13-1111.00,title_exact,Management Analysts,4,898280,yes,yes,yes,yes,,,Business & Finance,https://www.bls.gov/ooh/business-and-financial-operations/management-analysts.htm,2026-06-29T04:28:39.643883+00:00
48a80f79-c3e2-4eb5-a98d-8a8352607060,Museum Development Officer,VERIFIED,O*NET+CareerOneStop+BLS OOH+BLS OES,27-2012.00,onet_url,Producers and Directors,4,143120,yes,yes,yes,yes,,,Arts & Performance,https://www.onetonline.org/link/summary/27-2012.00,2026-04-28T07:57:00.172864+00:00
48b66888-201e-4ecf-9353-8a830fc8653a,Niche App Developer,VERIFIED BUT FLAGGED,O*NET+CareerOneStop+BLS OES,15-1299.01,onet_url,Web Administrators,4,435370,yes,yes,no,yes,"requirements: text implies level 1, O*NET Job Zone 4 implies 3",,Entrepreneurship,https://www.onetonline.org/link/summary/15-1299.01,2026-06-20T02:15:27.58165+00:00
48ba2b74-7e2c-4264-a827-584545674cbd,Motion Designer (Animation Studio),VERIFIED,O*NET+CareerOneStop+BLS OOH+BLS OES,27-1014.00,onet_url,Special Effects Artists and Animators,4,19970,yes,yes,yes,yes,,,Design & Creative,https://www.onetonline.org/link/summary/27-1014.00,2026-08-04T03:14:05.27744+00:00
48cd3d5d-3c0f-454e-9197-47bbfbc5caac,AI/ML Startup Founder,VERIFIED,O*NET+CareerOneStop+BLS OOH+BLS OES,11-1011.00,onet_url,Chief Executives,5,204350,yes,yes,yes,yes,,,Entrepreneurship,https://www.onetonline.org/link/summary/11-1011.00,2026-04-22T02:52:30.082186+00:00
48d6c01e-0957-4e75-953c-ee1c605e0f43,Plant Biologist,VERIFIED,O*NET+BLS OES,19-1029.00,title_exact,"Biological Scientists, All Other",,55850,yes,no,no,yes,,,Science & Research,https://www.bls.gov/ooh/life-physical-and-social-science/biological-scientists.htm,2026-04-22T02:52:33.087307+00:00
48ec5742-5071-4297-bee8-1d0be01cabe8,Piercing Specialist (Professional Studio),VERIFIED BUT FLAGGED,O*NET+BLS OOH+BLS OES,39-9099.00,onet_url,"Personal Care and Service Workers, All Other",,60420,yes,no,yes,yes,"industry: O*NET SOC 39-9099.00 maps to Hospitality & Events, row has Fashion & Beauty",,Fashion & Beauty,https://www.onetonline.org/link/summary/39-9099.00,2026-04-24T06:30:53.194356+00:00
49045a2c-52af-4908-a0fa-a550285b793c,Intimacy Coordinator,VERIFIED,O*NET+CareerOneStop+BLS OOH+BLS OES,27-2012.00,onet_url,Producers and Directors,4,143120,yes,yes,yes,yes,,,Arts & Performance,https://www.onetonline.org/link/summary/27-2012.00,2026-07-01T04:24:09.95428+00:00
49121975-3e8e-4358-bdce-0bfd4e2e4eb7,Experience Architect (Digital),VERIFIED,O*NET+CareerOneStop+BLS OOH+BLS OES,27-1014.00,onet_url,Special Effects Artists and Animators,4,19970,yes,yes,yes,yes,,,Design & Creative,https://www.onetonline.org/link/summary/27-1014.00,2026-04-28T07:57:15.539546+00:00
4914f860-a244-4270-9b59-88b0cfb08764,Social Media Agency Owner,VERIFIED BUT FLAGGED,O*NET+CareerOneStop+BLS OES,11-3021.00,onet_url,Computer and Information Systems Managers,4,670570,yes,yes,no,yes,"industry: O*NET SOC 11-3021.00 maps to Tech & Engineering, row has Marketing & Communications; requirements: text implies level 1, O*NET Job Zone 4 implies 3",,Marketing & Communications,https://www.onetonline.org/link/summary/11-3021.00,2026-04-22T02:52:32.496342+00:00
491804ca-ae4d-40ab-becd-5e27275f7cad,Municipal Building Inspector,VERIFIED BUT FLAGGED,O*NET+CareerOneStop+BLS OOH+BLS OES,47-4011.00,onet_url,Construction and Building Inspectors,3,146720,yes,yes,yes,yes,"industry: O*NET SOC 47-4011.00 maps to Architecture & Urban Planning, row has Law & Government",,Law & Government,https://www.onetonline.org/link/summary/47-4011.00,2026-08-06T03:14:04.450458+00:00
491f8290-e3df-463c-9fff-6d107fc9dabb,Personal Brand Strategist,VERIFIED,O*NET+CareerOneStop+BLS OOH+BLS OES,27-1014.00,onet_url,Special Effects Artists and Animators,4,19970,yes,yes,yes,yes,,,Entrepreneurship,https://www.onetonline.org/link/summary/27-1014.00,2026-07-05T03:59:44.962589+00:00
49218fd7-2b32-465b-bc89-2b452b0bba3d,Industrial Design Technologist,VERIFIED BUT FLAGGED,O*NET+CareerOneStop+BLS OOH+BLS OES,27-1021.00,onet_url,Commercial and Industrial Designers,4,33490,yes,yes,yes,yes,"industry: O*NET SOC 27-1021.00 maps to Design & Creative, row has Science & Research",,Science & Research,https://www.onetonline.org/link/summary/27-1021.00,2026-04-22T02:52:29.206458+00:00
49326be2-83bd-49a2-8c30-336b061169bf,Biologist (Research),VERIFIED,O*NET+BLS OES,19-1029.00,title_exact,"Biological Scientists, All Other",,55850,yes,no,no,yes,,,Science & Research,https://www.bls.gov/ooh/life-physical-and-social-science/biological-scientists.htm,2026-05-13T02:07:08.732438+00:00
493da614-e329-4041-8fec-8640138dc379,Equity Strategist (Private Equity),VERIFIED BUT FLAGGED,O*NET+CareerOneStop+BLS OOH+BLS OES,13-2051.00,title_partial,Financial and Investment Analysts,4,361980,yes,yes,yes,yes,SOC resolved only by partial title match — confirm the occupation is right,,Business & Finance,https://www.bls.gov/ooh/business-and-financial-operations/financial-analysts.htm,2026-04-22T03:25:14.552988+00:00
494d714b-b3ea-4e40-ae88-16c775029394,Curator (Digital Collections),VERIFIED,O*NET+CareerOneStop+BLS OES,25-4011.00,onet_url,Archivists,5,7970,yes,yes,no,yes,,,Arts & Performance,https://www.onetonline.org/link/summary/25-4011.00,2026-08-07T02:59:13.324384+00:00
4956ea4a-4c3f-45ba-b9d1-4dcb63b1eba7,Insurance Underwriter (Specialty),VERIFIED,O*NET+CareerOneStop+BLS OOH+BLS OES,13-2053.00,title_exact,Insurance Underwriters,4,105420,yes,yes,yes,yes,,,Business & Finance,https://www.bls.gov/ooh/business-and-financial-operations/insurance-underwriters.htm,2026-05-14T02:09:56.961343+00:00
