id,career,pattern,old_code,old_occupation,new_code,new_occupation,reason
03f47792-8b6a-46c4-9ff0-415e183f8407,Tutor Coordinator (Learning Center),tutor,25-9041.00,,25-9031.00,Instructional Coordinators,coordinates instruction rather than delivering it
11fff269-d431-4966-b1fa-5aeeefeb9658,Tutor (Special Education),tutor,25-3099.00,"Teachers and Instructors, All Other",25-3041.00,Tutors,O*NET has a dedicated Tutors occupation
17835c63-7250-4891-8f10-1e2b88a55e17,Mathematics Tutor (Specialized),tutor,25-3099.00,"Teachers and Instructors, All Other",25-3041.00,Tutors,O*NET has a dedicated Tutors occupation
1a1dbcfc-1349-472b-8aba-451cb329dae1,Tutoring Program Director,tutor,13-1081.02,Logistics Analysts,25-9031.00,Instructional Coordinators,coordinates instruction rather than delivering it
1c642aa9-3b10-445d-9057-0c787c3606a8,Tutor (In-Person Tutoring Center),tutor,25-3098.00,,25-3041.00,Tutors,O*NET has a dedicated Tutors occupation
1f4e0033-67da-4726-be24-1f7b02bb903c,Tutor (Private Academic),tutor,25-3098.00,,25-3041.00,Tutors,O*NET has a dedicated Tutors occupation
212143b3-0077-4c2c-a42b-8aa5c432618c,Tutoring Center Owner,tutor,11-9033.00,"Education Administrators, Postsecondary",11-1011.00,Chief Executives,owns the tutoring business rather than tutoring
226754bd-e0b8-4d9d-851e-7d289645d503,Virtual Tutor (STEM),tutor,25-3099.00,"Teachers and Instructors, All Other",25-3041.00,Tutors,O*NET has a dedicated Tutors occupation
30a94fcb-3914-4530-b9ea-25fe997015bd,Tutoring Center Manager,tutor,25-9031.00,Instructional Coordinators,11-9039.00,"Education Administrators, All Other",administers a tutoring operation
3ad406f8-5e48-43d9-bb9f-b8287e011dfb,Chess Tutor,tutor,25-3099.00,"Teachers and Instructors, All Other",25-3041.00,Tutors,O*NET has a dedicated Tutors occupation
3b050c58-c6bf-4746-9122-276a9832acea,Virtual Tutoring Platform Manager,tutor,11-9033.00,"Education Administrators, Postsecondary",11-9039.00,"Education Administrators, All Other",administers a tutoring operation
3f3bdb47-445d-4cf3-87dd-fefba5029bcd,Tutor Coordinator (Nonprofit),tutor,11-9033.00,"Education Administrators, Postsecondary",25-9031.00,Instructional Coordinators,coordinates instruction rather than delivering it
3f4ca6ce-3eb9-46d1-8d66-3a2047cbcfe5,Tutor Coordinator,tutor,13-1051.00,Cost Estimators,25-9031.00,Instructional Coordinators,coordinates instruction rather than delivering it
413c174d-c05c-4b4c-8b9d-cb5a30bbfc00,Tutoring Center Director,tutor,25-9031.00,Instructional Coordinators,11-9039.00,"Education Administrators, All Other",administers a tutoring operation
4697a5bf-8222-4b99-b31d-cd12c55db4ba,Academic Tutor (Subject-Specific),tutor,25-3098.00,,25-3041.00,Tutors,O*NET has a dedicated Tutors occupation
4f3e2b3d-f659-41f7-9796-d50d8880abc0,Music Theory Tutor,tutor,25-3099.00,"Teachers and Instructors, All Other",25-3041.00,Tutors,O*NET has a dedicated Tutors occupation
4f85ec9e-a855-43ad-9043-216788d8123e,Tutor (In-Person),tutor,25-3098.00,,25-3041.00,Tutors,O*NET has a dedicated Tutors occupation
58fb1118-e003-4667-8f32-acf69f4b41a3,"Tutor (In-Person, Speciality Subject)",tutor,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",25-3041.00,Tutors,O*NET has a dedicated Tutors occupation
5b2bd2d7-cbaf-4498-ae03-5ce116598cb7,Academic Tutor (Private),tutor,25-3098.03,,25-3041.00,Tutors,O*NET has a dedicated Tutors occupation
62c99a75-eae6-4510-87b7-c6bd7491bcf4,Tutor (Subject Specialist),tutor,25-3098.00,,25-3041.00,Tutors,O*NET has a dedicated Tutors occupation
72b729ac-8dae-4362-b686-d179080be3e9,Tutor (In-Person Academic),tutor,25-3098.00,,25-3041.00,Tutors,O*NET has a dedicated Tutors occupation
85b38141-8e10-4a58-9b8a-16e1080577a2,Tutor (Online),tutor,25-3099.00,"Teachers and Instructors, All Other",25-3041.00,Tutors,O*NET has a dedicated Tutors occupation
8637e3b7-277c-4d04-8ec4-f673918be2d5,Online Tutor (Freelance),tutor,25-1194.00,"Career/Technical Education Teachers, Postsecondary",25-3041.00,Tutors,O*NET has a dedicated Tutors occupation
88646cc3-5ebe-434a-8c2c-ceee645a7fbf,Academic Writing Tutor,tutor,25-3097.00,,25-3041.00,Tutors,O*NET has a dedicated Tutors occupation
9198d822-115a-4880-94cf-287c549314f6,Tutor for Students with Learning Disabilities,tutor,25-2059.00,"Special Education Teachers, All Other",25-3041.00,Tutors,O*NET has a dedicated Tutors occupation
94f88cc4-a0bd-4dc6-aa29-50854a3a29fa,Language Tutor (Private),tutor,25-3097.00,,25-3041.00,Tutors,O*NET has a dedicated Tutors occupation
9d4fbaf0-6940-4d4f-8bfc-a2824269308e,Tutor (Math/Science),tutor,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",25-3041.00,Tutors,O*NET has a dedicated Tutors occupation
9d874fb5-5c32-47bb-b5fb-f2b7d53e3c19,Tutor (Specialized Learning Disorders),tutor,25-3099.00,"Teachers and Instructors, All Other",25-3041.00,Tutors,O*NET has a dedicated Tutors occupation
bacf8f18-989a-43f8-ad32-b308a865bc1f,Academic Subject Tutor,tutor,25-3099.00,"Teachers and Instructors, All Other",25-3041.00,Tutors,O*NET has a dedicated Tutors occupation
c2a15922-dd82-47d7-a430-144a6ec0fc9f,Tutor (Private Practice),tutor,25-3098.00,,25-3041.00,Tutors,O*NET has a dedicated Tutors occupation
cc059a3f-cc90-481a-9aa0-c50d27e7ca1e,Online Tutor (ESL),tutor,25-1081.00,"Education Teachers, Postsecondary",25-3041.00,Tutors,O*NET has a dedicated Tutors occupation
d3aeb411-29c0-47f2-9758-9f95f2d21307,Literacy Tutor (Private),tutor,25-3097.00,,25-3041.00,Tutors,O*NET has a dedicated Tutors occupation
da26c81f-ab49-482b-9a3d-1eeed5eeb375,Tutor for Learning Disabilities,tutor,25-3011.00,,25-3041.00,Tutors,O*NET has a dedicated Tutors occupation
dd794fb6-eb96-4d58-8c3b-4d1c3fea2164,Virtual Tutor (ESL),tutor,25-1081.00,"Education Teachers, Postsecondary",25-3041.00,Tutors,O*NET has a dedicated Tutors occupation
e623e667-ffe5-4c9a-b2de-414bc893fff6,Virtual Tutor Coordinator,tutor,25-9041.00,,25-9031.00,Instructional Coordinators,coordinates instruction rather than delivering it
e78b19f4-459b-4942-9d39-cb1fe365f0ec,Tutor (Mathematics Specialization),tutor,25-3011.00,,25-3041.00,Tutors,O*NET has a dedicated Tutors occupation
eb8afa4a-1290-4a54-a26e-421b383207c1,Literacy Tutor (Dyslexia Specialist),tutor,25-3011.00,,25-3041.00,Tutors,O*NET has a dedicated Tutors occupation
ff45ae8d-f3aa-49a0-ac06-a20e3a471ad7,Dyslexia Specialist Tutor,tutor,25-3099.01,,25-3041.00,Tutors,O*NET has a dedicated Tutors occupation
