id,title,primary_industry,source_url,note,candidate_soc,candidate_onet_title,candidate_tier,candidate_coverage,created_at
3432f85b-5fcb-4e9e-90bb-83887e3db88b,Event Safety Manager,Hospitality & Events,https://www.onetonline.org/link/summary/11-3011.00,"cited SOC 11-3011.00 is not in the O*NET taxonomy, and neither is its base",11-1021.00,General and Operations Managers,weak,0.33,2026-06-17T02:41:22.49723+00:00
3433d1ed-7798-4f96-b99b-09fe8598b5a9,Climate Data Scientist,Science & Research,https://www.bls.gov/ooh/life-physical-and-social-science/atmospheric-scientists-and-hydrologists.htm,"bls.gov OOH slug ""atmospheric-scientists-and-hydrologists"" matches no O*NET occupation title",15-2051.00,Data Scientists,strong,0.67,2026-05-04T01:53:17.90719+00:00
344aa5f0-9bde-4c06-b132-1c6d8f2ed5f5,Quality Control Analyst (Laboratory),Science & Research,https://www.onetonline.org/link/summary/19-4011.00,"cited SOC 19-4011.00 is not in the O*NET taxonomy, and neither is its base",19-4099.01,Quality Control Analysts,full,1.00,2026-05-03T01:52:19.051659+00:00
347e3506-3cff-4419-ba04-ab10acb7b194,Long-Form Investigative Reporter,Media & Journalism,https://www.bls.gov/ooh/media-and-communication/reporters-and-correspondents.htm,"bls.gov OOH slug ""reporters-and-correspondents"" matches no O*NET occupation title",27-3023.00,"News Analysts, Reporters, and Journalists",weak,0.25,2026-05-04T01:53:04.553155+00:00
34c313ba-ffb8-426a-a00c-3a82a0a62424,3D Printing Design Specialist,Design & Creative,https://www.onetonline.org/link/summary/17-1023.00,"cited SOC 17-1023.00 is not in the O*NET taxonomy, and neither is its base",11-9121.02,Water Resource Specialists,weak,0.33,2026-05-15T02:06:45.914603+00:00
34cf6680-27bd-4f35-b158-768fd106538f,Pet Product Startup Founder,Entrepreneurship,https://www.bls.gov/ooh/management/entrepreneurs-and-self-employed-workers.htm,"bls.gov OOH slug ""entrepreneurs-and-self-employed-workers"" matches no O*NET occupation title",11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,weak,0.33,2026-07-22T03:18:19.044944+00:00
34ecda7b-ffec-4a59-b5f6-1ba8fc8f4a0a,Motion Design Director,Design & Creative,https://www.onetonline.org/link/summary/27-2014.00,"cited SOC 27-2014.00 is not in the O*NET taxonomy, and neither is its base",11-9161.00,Emergency Management Directors,weak,0.33,2026-04-23T06:30:17.841034+00:00
350a39a0-149e-4391-8744-15c8dd4a464b,Membership Community Founder,Entrepreneurship,https://www.bls.gov/ooh/management/entrepreneurs.htm,"bls.gov OOH slug ""entrepreneurs"" matches no O*NET occupation title",11-9141.00,"Property, Real Estate, and Community Association Managers",weak,0.33,2026-04-22T02:52:33.675655+00:00
350bbc5d-cc0e-4e73-a448-e5564c8e3a8b,Cinematographer,Science & Research,https://www.bls.gov/ooh/entertainment-and-sports/film-and-video-editors-and-camera-operators.htm,"bls.gov OOH slug ""film-and-video-editors-and-camera-operators"" matches no O*NET occupation title",,,none,,2026-04-22T02:52:31.845128+00:00
35f6700c-9b08-44ab-a1ae-e7d51599bbd6,API-First Software Founder,Entrepreneurship,https://www.bls.gov/ooh/business-and-financial/entrepreneurs-and-self-employed-workers.htm,"bls.gov OOH slug ""entrepreneurs-and-self-employed-workers"" matches no O*NET occupation title",15-1252.00,Software Developers,weak,0.33,2026-06-17T02:42:14.726961+00:00
3741ed20-8b75-408f-be36-942f02bf673e,Fundraising Consultant,Marketing & Communications,https://www.onetonline.org/link/summary/11-2031.00,"cited SOC 11-2031.00 is not in the O*NET taxonomy, and neither is its base",11-2033.00,Fundraising Managers,strong,0.50,2026-04-22T02:52:34.465719+00:00
3768a7b1-c253-445b-85af-c3ec13c1b9e8,Hairdressing Salon Manager,Fashion & Beauty,https://www.onetonline.org/link/summary/39-1012.00,"cited SOC 39-1012.00 is not in the O*NET taxonomy, and neither is its base",11-1021.00,General and Operations Managers,weak,0.33,2026-07-30T02:47:52.826697+00:00
3787dbd9-395b-4f72-b80f-0b6532aeabe0,Payroll Compliance Manager,Business & Finance,https://www.bls.gov/ooh/business-and-financial-operations/payroll-specialists.htm,"bls.gov OOH slug ""payroll-specialists"" matches no O*NET occupation title",11-9199.02,Compliance Managers,strong,0.67,2026-04-27T08:00:04.578724+00:00
37955160-cf48-4e31-9a42-56aabdedcf82,Senior Video Editor,Media & Journalism,https://www.onetonline.org/link/summary/27-4008.00,"cited SOC 27-4008.00 is not in the O*NET taxonomy, and neither is its base",27-4032.00,Film and Video Editors,strong,0.67,2026-05-29T02:08:42.430336+00:00
37ccc506-39ad-4e0e-9944-dc61e315aa3b,Handmade Goods Seller (Etsy/Amazon),Entrepreneurship,https://www.bls.gov/ooh/business-and-financial-operations/self-employed-workers.htm,"bls.gov OOH slug ""self-employed-workers"" matches no O*NET occupation title",51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",weak,0.33,2026-07-23T03:25:29.949026+00:00
37df75ca-8a40-460f-ba45-33ef07345066,Nephrologist,Healthcare & Medicine,https://www.bls.gov/ooh/healthcare-practitioners-and-technical-occupations/physicians-and-surgeons.htm,"bls.gov OOH slug ""physicians-and-surgeons"" matches no O*NET occupation title",,,none,,2026-05-05T01:53:28.431642+00:00
37eefd7b-af2b-435f-b309-8d5ed6ea1dab,Robotics Team Mentor,Education & Coaching,https://www.bls.gov/ooh/education-and-training/high-school-teachers.htm,"bls.gov OOH slug ""high-school-teachers"" matches no O*NET occupation title",17-2199.08,Robotics Engineers,weak,0.33,2026-06-03T02:46:44.107893+00:00
38045d6d-2e28-4310-8066-e5663fdcf574,Hotel Housekeeping Director,Hospitality & Events,https://www.bls.gov/ooh/management/housekeeping-managers.htm,"bls.gov OOH slug ""housekeeping-managers"" matches no O*NET occupation title",11-9161.00,Emergency Management Directors,weak,0.33,2026-05-14T02:11:28.2681+00:00
38184007-ba58-47a6-9f70-c9b697847790,Software as a Service (SaaS) Developer,Entrepreneurship,https://www.onetonline.org/link/summary/15-1132.00,"cited SOC 15-1132.00 is not in the O*NET taxonomy, and neither is its base",15-1252.00,Software Developers,strong,0.67,2026-04-22T02:52:30.264317+00:00
385c8f42-c009-4963-ac78-e4fc0792a63f,Meteorologist,Science & Research,https://www.bls.gov/ooh/life-physical-social-science/atmospheric-scientists-including-meteorologists.htm,"bls.gov OOH slug ""atmospheric-scientists-including-meteorologists"" matches no O*NET occupation title",,,none,,2026-05-01T02:01:57.760847+00:00
38882a6b-6932-4420-95a8-b443a249550c,Drama Teacher (K-12),Education & Coaching,https://www.bls.gov/ooh/education-and-training/high-school-teachers.htm,"bls.gov OOH slug ""high-school-teachers"" matches no O*NET occupation title",25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",full,1.00,2026-07-14T02:55:19.479252+00:00
38a00a0f-2ab3-40b4-add2-43688d59dbc2,Sports Analyst (Stats and Broadcasting),Sports & Fitness,https://www.bls.gov/ooh/media-and-communication/broadcasters-and-sound-engineering-technicians.htm,"bls.gov OOH slug ""broadcasters-and-sound-engineering-technicians"" matches no O*NET occupation title",13-1081.02,Logistics Analysts,strong,0.50,2026-05-13T02:07:28.538284+00:00
38fcb2e4-e1d6-4949-ada0-010fe96d3624,Hotel Front Desk Manager,Hospitality & Events,https://www.bls.gov/ooh/office-and-administrative-support/hotel-receptionists-and-concierges.htm,"bls.gov OOH slug ""hotel-receptionists-and-concierges"" matches no O*NET occupation title",43-4081.00,"Hotel, Motel, and Resort Desk Clerks",strong,0.50,2026-07-08T03:23:56.82964+00:00
395614dc-ee4f-43d7-a02a-e480e88ee0cd,Dermatologist,Healthcare & Medicine,https://www.bls.gov/ooh/healthcare-and-social-assistance/physicians-and-surgeons.htm,"bls.gov OOH slug ""physicians-and-surgeons"" matches no O*NET occupation title",29-1213.00,Dermatologists,full,1.00,2026-04-22T02:52:31.20659+00:00
39e2c6a8-1cd8-4837-95e7-f268df57e5e6,Nephrology Technician,Healthcare & Medicine,https://www.bls.gov/ooh/healthcare-support/dialysis-technicians.htm,"bls.gov OOH slug ""dialysis-technicians"" matches no O*NET occupation title",15-1299.02,Geographic Information Systems Technologists and Technicians,strong,0.50,2026-04-22T02:52:33.675655+00:00
3a55518a-19c5-4278-b4a1-b980c638e3b7,Voice Coach (Performance),Education & Coaching,https://www.onetonline.org/link/summary/25-3091.00,"cited SOC 25-3091.00 is not in the O*NET taxonomy, and neither is its base",,,none,,2026-07-16T03:14:10.546862+00:00
3ad498eb-9be5-4fb3-97b4-9b2eb79f9bcd,CRISPR Technology Specialist,Science & Research,https://www.onetonline.org/link/summary/19-4011.00,"cited SOC 19-4011.00 is not in the O*NET taxonomy, and neither is its base",11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,weak,0.33,2026-05-14T02:11:54.332652+00:00
3afc6c79-374f-41fa-ad94-06d52c891ae1,Sustainability Auditor,Environment & Sustainability,https://www.bls.gov/ooh/business-and-financial-operations/environmental-compliance-officers.htm,"bls.gov OOH slug ""environmental-compliance-officers"" matches no O*NET occupation title",11-1011.03,Chief Sustainability Officers,strong,0.50,2026-04-22T02:52:30.47108+00:00
3b0b8dd4-26b7-4212-b761-81e9a1f2d176,Medical Lab Technologist,Healthcare & Medicine,https://www.bls.gov/ooh/healthcare-support/clinical-laboratory-technologists-and-technicians.htm,"bls.gov OOH slug ""clinical-laboratory-technologists-and-technicians"" matches no O*NET occupation title",29-2011.00,Medical and Clinical Laboratory Technologists,full,1.00,2026-04-22T02:52:34.239097+00:00
3c381e24-f7a1-4f0e-995c-75d249bed260,Reproductive Endocrinologist,Healthcare & Medicine,https://www.onetonline.org/link/summary/29-1069.00,"cited SOC 29-1069.00 is not in the O*NET taxonomy, and neither is its base",,,none,,2026-04-24T06:31:04.070142+00:00
3c8840dc-6875-4634-b24c-ed734d0d1bf8,Remote Team Culture Manager,Entrepreneurship,https://www.onetonline.org/link/summary/11-3011.00,"cited SOC 11-3011.00 is not in the O*NET taxonomy, and neither is its base",11-1021.00,General and Operations Managers,weak,0.25,2026-07-09T03:50:26.612066+00:00
3dfc9fca-13de-4238-8fee-8c6b6bc7c35c,Vending Machine Route Owner,Entrepreneurship,https://www.bls.gov/ooh/management/self-employed-workers.htm,"bls.gov OOH slug ""self-employed-workers"" matches no O*NET occupation title",49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers",strong,0.50,2026-04-26T06:30:28.990053+00:00
3e561acc-2263-470f-b2b9-3c500b9720c1,Quality Assurance Manager (Manufacturing),Science & Research,https://www.bls.gov/ooh/production/quality-assurance-inspectors.htm,"bls.gov OOH slug ""quality-assurance-inspectors"" matches no O*NET occupation title",11-3051.01,Quality Control Systems Managers,strong,0.67,2026-06-08T02:38:02.149935+00:00
3e57b74e-09e2-4700-b15f-cec30d1d3497,Indie Bookstore Owner,Entrepreneurship,https://www.bls.gov/ooh/management/self-employed-workers.htm,"bls.gov OOH slug ""self-employed-workers"" matches no O*NET occupation title",,,none,,2026-07-07T03:57:07.336247+00:00
3e9e6b98-28fd-4472-bbad-fbaf34a5147c,Broadcast Journalist (TV/Radio News),Media & Journalism,https://www.bls.gov/ooh/media-and-communication/broadcast-news-analysts.htm,"bls.gov OOH slug ""broadcast-news-analysts"" matches no O*NET occupation title",27-3011.00,Broadcast Announcers and Radio Disc Jockeys,strong,0.50,2026-04-22T03:27:04.533395+00:00
3ef1e70d-53fa-42f5-bdd9-65c9577add14,Special Needs Teacher (Inclusive Education),Education & Coaching,https://www.bls.gov/ooh/education-and-training/special-education-teachers.html,source_url is not an O*NET or BLS OOH link: https://www.bls.gov/ooh/education-and-training/special-education-teachers.html,25-2011.00,"Preschool Teachers, Except Special Education",strong,0.67,2026-05-28T02:01:16.813074+00:00
3f740066-bc7b-44c1-a4b1-0a91efcd582c,Quality Assurance Automation Engineer,Tech & Engineering,https://www.onetonline.org/link/summary/15-1256.00,"cited SOC 15-1256.00 is not in the O*NET taxonomy, and neither is its base",15-1253.00,Software Quality Assurance Analysts and Testers,strong,0.50,2026-04-22T06:25:26.47985+00:00
3f75b8b3-b3ed-4f8b-a482-a24c546c105a,Online Course Marketplace Founder,Entrepreneurship,https://www.bls.gov/ooh/management/entrepreneurs-and-self-employed-workers.htm,"bls.gov OOH slug ""entrepreneurs-and-self-employed-workers"" matches no O*NET occupation title",13-1199.06,Online Merchants,weak,0.25,2026-06-16T02:45:31.595739+00:00
403f75c4-e0b9-44f6-8743-8a1587b1c628,Eco-Tourism Operator,Environment & Sustainability,https://www.onetonline.org/link/summary/39-6032.00,"cited SOC 39-6032.00 is not in the O*NET taxonomy, and neither is its base",27-4031.00,"Camera Operators, Television, Video, and Film",strong,0.50,2026-04-22T02:52:30.264317+00:00
40fc3860-e2be-417e-98f6-13f2d102ed62,Theater Operations Manager,Supply Chain & Operations,https://www.onetonline.org/link/summary/11-9120.00,"cited SOC 11-9120.00 is not in the O*NET taxonomy, and neither is its base",11-1021.00,General and Operations Managers,strong,0.67,2026-04-22T02:52:30.082186+00:00
410f1592-53c1-4c63-9911-4da88f0ff170,Gastroenterologist,Hospitality & Events,https://www.bls.gov/ooh/healthcare-and-social-assistance/physicians-and-surgeons.htm,"bls.gov OOH slug ""physicians-and-surgeons"" matches no O*NET occupation title",,,none,,2026-04-22T02:52:29.422718+00:00
41243840-d554-4c17-939e-5aa744c162b7,Franchise Reseller (Tech),Entrepreneurship,https://www.bls.gov/ooh/management/general-managers-and-top-executives.htm,"bls.gov OOH slug ""general-managers-and-top-executives"" matches no O*NET occupation title",,,none,,2026-05-31T02:29:28.396164+00:00
418d66dd-8a27-4e20-8a66-c571b5a01dec,Clinical Laboratory Scientist,Healthcare & Medicine,https://www.bls.gov/ooh/healthcare-support/clinical-laboratory-technologists-and-technicians.htm,"bls.gov OOH slug ""clinical-laboratory-technologists-and-technicians"" matches no O*NET occupation title",29-2011.00,Medical and Clinical Laboratory Technologists,strong,0.67,2026-04-22T02:52:30.264317+00:00
42cdf183-6446-4537-bf46-c78bb6cfcdb3,Ecosystem Monitoring Technician,Environment & Sustainability,https://www.onetonline.org/link/summary/19-4091.00,"cited SOC 19-4091.00 is not in the O*NET taxonomy, and neither is its base",19-4051.02,Nuclear Monitoring Technicians,strong,0.67,2026-04-22T02:52:32.905098+00:00
43b74c51-2136-4b76-864c-76a033c573c2,Substitute Teacher,Education & Coaching,https://www.bls.gov/ooh/education-and-training/teachers-kindergarten-and-elementary-school.htm,"bls.gov OOH slug ""teachers-kindergarten-and-elementary-school"" matches no O*NET occupation title",25-3031.00,"Substitute Teachers, Short-Term",full,1.00,2026-05-06T01:52:50.304419+00:00
43c91687-6a7f-47da-b900-13af0c23a157,E-commerce Store Owner,Marketing & Communications,https://www.bls.gov/ooh/management/self-employed-workers.htm,"bls.gov OOH slug ""self-employed-workers"" matches no O*NET occupation title",,,none,,2026-04-22T02:52:29.422718+00:00
43c925a8-cf0a-4f5a-80fe-3c1917635e6a,Neurologist,Science & Research,https://www.bls.gov/ooh/healthcare-practitioners-and-technical-occupations/physicians-and-surgeons.htm,"bls.gov OOH slug ""physicians-and-surgeons"" matches no O*NET occupation title",29-1217.00,Neurologists,full,1.00,2026-04-22T02:52:31.20659+00:00
43cdb037-835f-49fc-a5d6-661f4fe19037,Beauty Writer & Influencer,Fashion & Beauty,https://www.onetonline.org/link/summary/27-3022.00,"cited SOC 27-3022.00 is not in the O*NET taxonomy, and neither is its base",27-3042.00,Technical Writers,weak,0.33,2026-07-01T04:24:50.449901+00:00
43ce3622-d5dd-426e-a2dc-b8d5ee39ca30,Debate Coach (Competitive Speech),Education & Coaching,https://www.bls.gov/ooh/education-and-training/high-school-teachers.htm,"bls.gov OOH slug ""high-school-teachers"" matches no O*NET occupation title",,,none,,2026-06-21T02:40:35.355585+00:00
44aad279-7dff-432c-a85d-6cee2fea140e,Dialysis Technician,Healthcare & Medicine,https://www.onetonline.org/link/summary/29-2039.00,"cited SOC 29-2039.00 is not in the O*NET taxonomy, and neither is its base",15-1299.02,Geographic Information Systems Technologists and Technicians,strong,0.50,2026-04-22T02:52:33.675655+00:00
4512442a-5707-4043-a5e3-f4140107810d,VIP Services Manager,Hospitality & Events,https://www.onetonline.org/link/summary/39-1011.00,"cited SOC 39-1011.00 is not in the O*NET taxonomy, and neither is its base",11-3012.00,Administrative Services Managers,full,1.00,2026-05-18T02:14:22.451862+00:00
46195c3d-c921-4d62-8ea8-06040f2bdb18,Polymer Chemist,Science & Research,https://www.bls.gov/ooh/life-physical-social-science/chemists-and-materials-scientists.htm,"bls.gov OOH slug ""chemists-and-materials-scientists"" matches no O*NET occupation title",19-2031.00,Chemists,strong,0.50,2026-07-22T03:19:59.514424+00:00
46783e2b-7410-426a-a4f5-5ac2e9443280,TikTok Content Creator,Media & Journalism,https://www.onetonline.org/link/summary/27-3022.00,"cited SOC 27-3022.00 is not in the O*NET taxonomy, and neither is its base",,,none,,2026-06-21T02:42:07.312251+00:00
46e27917-d287-4d22-ad14-dcd8925719a3,Subscription Analytics Startup Founder,Entrepreneurship,https://www.bls.gov/ooh/business-and-financial/entrepreneurs.htm,"bls.gov OOH slug ""entrepreneurs"" matches no O*NET occupation title",,,none,,2026-07-24T03:19:06.902076+00:00
470ca10e-b238-4977-a5e6-ad21f1c1eb44,Elementary School Teacher (STEM),Education & Coaching,https://www.bls.gov/ooh/education-and-training/kindergarten-and-elementary-school-teachers.htm,"bls.gov OOH slug ""kindergarten-and-elementary-school-teachers"" matches no O*NET occupation title",25-2021.00,"Elementary School Teachers, Except Special Education",full,1.00,2026-05-04T01:52:31.613852+00:00
471f7ffa-d461-4f42-a48a-6975400d91de,Resort General Manager,Hospitality & Events,https://www.bls.gov/ooh/management/general-managers-and-top-executives.htm,"bls.gov OOH slug ""general-managers-and-top-executives"" matches no O*NET occupation title",11-1021.00,General and Operations Managers,strong,0.67,2026-04-22T02:52:30.264317+00:00
477c6fd2-f01d-4570-9d15-6538b922908f,Urologic Surgeon,Healthcare & Medicine,https://www.bls.gov/ooh/healthcare-and-technical/physicians-and-surgeons.htm,"bls.gov OOH slug ""physicians-and-surgeons"" matches no O*NET occupation title",29-1022.00,Oral and Maxillofacial Surgeons,strong,0.50,2026-04-22T02:52:33.295118+00:00
47e016e0-dddd-4cb1-a0bb-f31699cb1a48,Investigative Researcher (Journalism),Media & Journalism,https://www.bls.gov/ooh/media-and-communication/reporters-and-correspondents.htm,"bls.gov OOH slug ""reporters-and-correspondents"" matches no O*NET occupation title",19-3022.00,Survey Researchers,strong,0.50,2026-08-10T02:11:29.691342+00:00
47f13438-dc54-4481-994b-317639feb893,Conservation Program Manager,Environment & Sustainability,https://www.bls.gov/ooh/life-physical-and-social-science/conservation-scientists-and-foresters.htm,"bls.gov OOH slug ""conservation-scientists-and-foresters"" matches no O*NET occupation title",11-1021.00,General and Operations Managers,weak,0.33,2026-06-14T02:37:56.169701+00:00
480a7cc0-be60-4699-b87d-bf344bc900d9,DEI Program Manager,Education & Coaching,https://www.onetonline.org/link/summary/11-3011.00,"cited SOC 11-3011.00 is not in the O*NET taxonomy, and neither is its base",11-1021.00,General and Operations Managers,strong,0.50,2026-04-22T02:52:30.264317+00:00
4852b8a3-c1f5-4af9-a4ca-00c58859bdfc,Handmade Goods E-commerce Entrepreneur,Entrepreneurship,https://www.bls.gov/ooh/management/self-employed-workers.htm,"bls.gov OOH slug ""self-employed-workers"" matches no O*NET occupation title",51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",weak,0.25,2026-07-02T04:03:57.418239+00:00
488a69b9-b6d7-4e6c-b8e5-42166fd3c2cb,Climate Tech Startup Founder,Environment & Sustainability,https://www.bls.gov/ooh/management/general-managers-and-top-executives.htm,"bls.gov OOH slug ""general-managers-and-top-executives"" matches no O*NET occupation title",19-2041.01,Climate Change Policy Analysts,weak,0.25,2026-04-22T02:52:32.496342+00:00
498ecb55-c136-492b-a034-32455a8c716e,Lab Animal Scientist,Science & Research,https://www.onetonline.org/link/summary/25-3093.00,"cited SOC 25-3093.00 is not in the O*NET taxonomy, and neither is its base",19-1011.00,Animal Scientists,full,1.00,2026-05-09T01:56:11.817026+00:00
4a290184-dbaf-4e2e-96fe-6ff023b37e9b,Research Lab Manager,Science & Research,https://www.onetonline.org/link/summary/19-4011.02,"cited SOC 19-4011.02 is not in the O*NET taxonomy, and neither is its base",11-1021.00,General and Operations Managers,strong,0.50,2026-05-15T02:07:38.186914+00:00
4a4104db-71bb-4b79-8e81-2a56905bddc6,Laboratory Pathologist,Science & Research,https://www.bls.gov/ooh/healthcare-practitioners-and-technical-occupations/medical-laboratory-technologists-and-technicians.htm,"bls.gov OOH slug ""medical-laboratory-technologists-and-technicians"" matches no O*NET occupation title",29-1127.00,Speech-Language Pathologists,strong,0.50,2026-04-22T02:52:34.239097+00:00
4a6fed42-707f-4245-be52-b57454d8f83a,Videographer (Commercial),Media & Journalism,https://www.bls.gov/ooh/arts-and-design/film-and-video-editors-and-camera-operators.htm,"bls.gov OOH slug ""film-and-video-editors-and-camera-operators"" matches no O*NET occupation title",,,none,,2026-05-14T02:11:47.587547+00:00
4b42c163-cc8a-4539-830d-e714ffb99313,Language Arts Teacher,Education & Coaching,https://www.bls.gov/ooh/education-and-training/high-school-teachers.htm,"bls.gov OOH slug ""high-school-teachers"" matches no O*NET occupation title",25-1123.00,"English Language and Literature Teachers, Postsecondary",strong,0.67,2026-04-22T02:52:33.477982+00:00
4bc078f4-5acb-4e86-8d50-5d0b30818f2a,Fintech App Founder,Entrepreneurship,https://www.bls.gov/ooh/business-and-financial/entrepreneurs.htm,"bls.gov OOH slug ""entrepreneurs"" matches no O*NET occupation title",,,none,,2026-04-22T02:52:33.087307+00:00
4bfaea20-b331-4a48-b8b0-fa30b2c714a3,Science Teacher,Education & Coaching,https://www.bls.gov/ooh/education-and-training/high-school-teachers.htm,"bls.gov OOH slug ""high-school-teachers"" matches no O*NET occupation title",25-1021.00,"Computer Science Teachers, Postsecondary",full,1.00,2026-04-22T02:52:32.680575+00:00
4c33c8b6-6536-4e90-bad7-11a5bce8691f,Educational Diagnostician,Education & Coaching,https://www.onetonline.org/link/summary/19-3031.02,"cited SOC 19-3031.02 is not in the O*NET taxonomy, and neither is its base",21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",strong,0.50,2026-04-22T02:52:34.05043+00:00
4c8062da-bff8-4c50-8d7e-5acd358031f1,Strength and Conditioning Analyst (Data),Sports & Fitness,https://www.onetonline.org/link/summary/19-4011.00,"cited SOC 19-4011.00 is not in the O*NET taxonomy, and neither is its base",13-1081.02,Logistics Analysts,weak,0.33,2026-04-28T07:58:53.049236+00:00
4cf4641b-be3f-4161-8dec-237fb7c85070,Video News Editor,Media & Journalism,https://www.bls.gov/ooh/arts-and-design/film-and-video-editors-and-camera-operators.htm,"bls.gov OOH slug ""film-and-video-editors-and-camera-operators"" matches no O*NET occupation title",27-4032.00,Film and Video Editors,strong,0.67,2026-06-15T02:44:52.798282+00:00
4d3aeb70-7673-48b0-af3f-c37216d117fd,Hepatologist,Healthcare & Medicine,https://www.bls.gov/ooh/healthcare-practitioners-and-technical-occupations/physicians-and-surgeons.htm,"bls.gov OOH slug ""physicians-and-surgeons"" matches no O*NET occupation title",,,none,,2026-04-22T02:52:33.477982+00:00
4d629951-f876-4f7a-a358-8812b95af6de,Puppetry Therapist,Healthcare & Medicine,https://www.onetonline.org/link/summary/21-1018.00,"cited SOC 21-1018.00 is not in the O*NET taxonomy, and neither is its base",21-1013.00,Marriage and Family Therapists,strong,0.50,2026-04-22T02:52:29.856816+00:00
4dd95cff-35dc-44fc-add3-60188c53d2a7,Strength and Conditioning Specialist (Olympic),Sports & Fitness,https://www.bls.gov/ooh/personal-care-and-service/fitness-trainers-and-aerobics-instructors.htm,"bls.gov OOH slug ""fitness-trainers-and-aerobics-instructors"" matches no O*NET occupation title",11-9121.02,Water Resource Specialists,weak,0.33,2026-06-19T02:54:55.516845+00:00
4e18ce18-2cc9-488a-a70a-7ff0a97ea018,Advanced Placement Instructor,Education & Coaching,https://www.bls.gov/ooh/education-and-training/high-school-teachers.htm,"bls.gov OOH slug ""high-school-teachers"" matches no O*NET occupation title",25-1072.00,"Nursing Instructors and Teachers, Postsecondary",weak,0.33,2026-05-04T01:53:46.182536+00:00
4e5cc42e-f7b9-49fe-b60e-a97e17d2f5af,Government Procurement Officer,Law & Government,https://www.bls.gov/ooh/business-and-financial-operations/purchasing-managers-buyers-and-procurement-specialists.htm,"bls.gov OOH slug ""purchasing-managers-buyers-and-procurement-specialists"" matches no O*NET occupation title",11-1011.03,Chief Sustainability Officers,weak,0.33,2026-08-09T02:07:13.853701+00:00
4e940091-eb66-461b-b503-4f40f0f7ae52,Marketplace Arbitrage Entrepreneur,Entrepreneurship,https://www.bls.gov/ooh/management/self-employed-workers.htm,"bls.gov OOH slug ""self-employed-workers"" matches no O*NET occupation title",,,none,,2026-06-03T02:45:44.276161+00:00
4ea7b552-585e-4c11-913f-3e87e42e4829,Medical Coding Specialist,Healthcare & Medicine,https://www.bls.gov/ooh/healthcare-support/medical-records-health-information-technicians.htm,"bls.gov OOH slug ""medical-records-health-information-technicians"" matches no O*NET occupation title",29-2072.00,Medical Records Specialists,strong,0.67,2026-04-26T06:31:01.218428+00:00
4ebfa2fb-dc5c-45da-985a-2a9eb2163f38,Climate Tech Founder,Environment & Sustainability,https://www.bls.gov/ooh/business-and-financial-operations/entrepreneurs.htm,"bls.gov OOH slug ""entrepreneurs"" matches no O*NET occupation title",19-2041.01,Climate Change Policy Analysts,weak,0.33,2026-04-22T02:52:34.465719+00:00
4ecdabfa-6034-4bc0-9d6b-66393c57ffe3,Museum Educator (STEM),Education & Coaching,https://www.onetonline.org/link/summary/25-9041.00,"cited SOC 25-9041.00 is not in the O*NET taxonomy, and neither is its base",25-4013.00,Museum Technicians and Conservators,strong,0.50,2026-08-05T02:55:17.14153+00:00
4ed0531a-108f-429b-bcb7-f57afb2b36d6,Niche Influencer Brand Builder,Gaming & Esports,https://www.onetonline.org/link/summary/27-3022.00,"cited SOC 27-3022.00 is not in the O*NET taxonomy, and neither is its base",51-9197.00,Tire Builders,weak,0.25,2026-04-22T02:52:30.655222+00:00
4f4e989a-d4ba-477f-b161-c97ae81983e2,Reproductive Specialist,Healthcare & Medicine,https://www.bls.gov/ooh/healthcare-practitioners-and-technical-occupations/physicians-and-surgeons.htm,"bls.gov OOH slug ""physicians-and-surgeons"" matches no O*NET occupation title",11-9121.02,Water Resource Specialists,strong,0.50,2026-05-10T01:55:03.517959+00:00
4f793c6c-2347-45d8-b7e7-38cb1f364df2,Hotel Manager (Boutique),Hospitality & Events,https://www.bls.gov/ooh/management/hotel-motel-and-resort-managers.htm,"bls.gov OOH slug ""hotel-motel-and-resort-managers"" matches no O*NET occupation title",11-1021.00,General and Operations Managers,strong,0.50,2026-06-17T02:41:19.495496+00:00
4fc2d9da-37c6-4638-a556-41dbd6f51a62,Procurement Manager,Business & Finance,https://www.bls.gov/ooh/business-and-financial-operations/purchasing-managers-buyers-and-procurement-specialists.htm,"bls.gov OOH slug ""purchasing-managers-buyers-and-procurement-specialists"" matches no O*NET occupation title",11-1021.00,General and Operations Managers,strong,0.50,2026-04-30T01:58:53.10319+00:00
4fc4e15f-36ab-410e-8a97-dbe02a422e85,SaaS Marketer Entrepreneur,Entrepreneurship,https://www.bls.gov/ooh/business-and-financial-operations/entrepreneurs.htm,"bls.gov OOH slug ""entrepreneurs"" matches no O*NET occupation title",,,none,,2026-04-22T02:52:33.295118+00:00
