id,title,candidate_onet_occupation,candidate_soc,classification,proposed_source_url,current_source_url,reason,suggested_soc_not_applied,suggested_occupation,primary_industry
cdd84a78-75f4-47f6-8718-c2756beaa17a,iOS App Developer,Software Developers,15-1252.00,CONFIRMED,https://www.onetonline.org/link/summary/15-1252.00,https://www.onetonline.org/link/summary/15-1256.00,,,,Science & Research
d04e85dd-2b75-4edc-99d8-50cbd1dfa3e8,GIS Analyst (Environmental),Logistics Analysts,13-1081.02,FALSE MATCH,,https://www.onetonline.org/link/summary/19-4091.02,Geospatial analysis matched Logistics Analysts on 'analyst',15-1299.02,Geographic Information Systems Technologists and Technicians,Environment & Sustainability
d1df8f5a-290f-4e83-8caa-8dd0c9d97a35,Video Editor (Post-Production),Film and Video Editors,27-4032.00,CONFIRMED,https://www.onetonline.org/link/summary/27-4032.00,https://www.onetonline.org/link/summary/27-4008.00,,,,Media & Journalism
d2bc8681-e8db-490f-8d0f-b7a02634e832,Medical Records Specialist,Medical Records Specialists,29-2072.00,CONFIRMED,https://www.onetonline.org/link/summary/29-2072.00,https://www.bls.gov/ooh/office-and-administrative-support/medical-records-and-health-information-technicians.htm,,,,Healthcare & Medicine
d30517f2-fab0-45bb-9d6f-be2226bf891c,Paramedic,Paramedics,29-2043.00,CONFIRMED,https://www.onetonline.org/link/summary/29-2043.00,https://www.bls.gov/ooh/healthcare-support/emts-and-paramedics.htm,,,,Healthcare & Medicine
d4dc456c-398f-42f0-846f-5549bf02cf21,Special Education Teacher (ESL),"Preschool Teachers, Except Special Education",25-2011.00,FALSE MATCH,,https://www.bls.gov/ooh/education-and-training/special-education-teachers.html,"Candidate is Preschool Teachers, Except Special Education — the code explicitly excludes this job",25-2059.00,"Special Education Teachers, All Other",Education & Coaching
d66d8b91-d9d9-49e3-ac80-94727c7b68b5,Lab Technician (Clinical),Geographic Information Systems Technologists and Technicians,15-1299.02,FALSE MATCH,,https://www.bls.gov/ooh/healthcare-support/clinical-laboratory-technologists-and-technicians.htm,Clinical lab work matched Geographic Information Systems Technologists on 'technician',29-2012.00,Medical and Clinical Laboratory Technicians,Science & Research
d97506d1-6942-4c1d-82b7-eb32e86d5b2a,Laboratory Technologist,Medical and Clinical Laboratory Technologists,29-2011.00,CONFIRMED,https://www.onetonline.org/link/summary/29-2011.00,https://www.bls.gov/ooh/healthcare-support/clinical-laboratory-technologists-and-technicians.htm,,,,Science & Research
d9d954bb-6216-4138-931c-67e4a126d85a,Quality Assurance Tester (Software),Software Quality Assurance Analysts and Testers,15-1253.00,CONFIRMED,https://www.onetonline.org/link/summary/15-1253.00,https://www.onetonline.org/link/summary/15-1256.00,,,,Tech & Engineering
db01509e-7c65-45c7-8087-82bc25d8f3bf,ML Ops Engineer,Logistics Engineers,13-1081.01,FALSE MATCH,,https://www.onetonline.org/link/summary/15-1256.00,Machine-learning infrastructure matched Logistics Engineers on 'engineer',15-1299.09,Information Technology Project Managers,Fashion & Beauty
ded1e5d4-74a9-4f13-9e84-4c20cab52af6,Gym Manager,General and Operations Managers,11-1021.00,STILL UNCERTAIN,,https://www.bls.gov/ooh/management/fitness-and-recreation-managers.htm,Matched the catch-all General and Operations Managers; a recreation-supervisor or fitness code may fit better,,,Sports & Fitness
e0f19af4-5ab0-47d2-a715-5e758ae3909b,Reporter (Specialized Beat),"News Analysts, Reporters, and Journalists",27-3023.00,CONFIRMED,https://www.onetonline.org/link/summary/27-3023.00,https://www.bls.gov/ooh/media-and-communication/reporters-and-correspondents.htm,,,,Media & Journalism
e8ed2ad9-8cce-4070-9b60-53998f341624,ESL Teacher,"Business Teachers, Postsecondary",25-1011.00,FALSE MATCH,,https://www.bls.gov/ooh/education-and-training/high-school-teachers.htm,"English-language teaching matched Business Teachers, Postsecondary",25-3011.00,(valid code; title not captured in the taxonomy snapshot),Education & Coaching
e8f0552d-e07d-45fd-8fb5-5b6621e2eccb,Orthopedic Surgeon,"Orthopedic Surgeons, Except Pediatric",29-1242.00,CONFIRMED,https://www.onetonline.org/link/summary/29-1242.00,https://www.bls.gov/ooh/healthcare-and-technical/physicians-and-surgeons.htm,,,,Healthcare & Medicine
ea047698-9ca8-4020-a7ea-a71f1b14333f,Medical Sonographer,Diagnostic Medical Sonographers,29-2032.00,CONFIRMED,https://www.onetonline.org/link/summary/29-2032.00,https://www.bls.gov/ooh/healthcare-support/diagnostic-medical-sonographers-and-cardiovascular-technologists-and-technicians.htm,,,,Healthcare & Medicine
ed4ef5d7-49f6-4396-9d38-7699dae98f71,Occupational Therapy Assistant,Occupational Therapy Assistants,31-2011.00,CONFIRMED,https://www.onetonline.org/link/summary/31-2011.00,https://www.bls.gov/ooh/healthcare-practitioner-and-technical/occupational-therapy-assistants-and-aides.htm,,,,Education & Coaching
ef440bc2-ec6a-46c9-881a-41979b4ec6d5,Chemist (R&D),Chemists,19-2031.00,CONFIRMED,https://www.onetonline.org/link/summary/19-2031.00,https://www.bls.gov/ooh/life-physical-social-science/chemists-and-materials-scientists.htm,,,,Science & Research
f557259c-3dd3-471b-bfb3-aa07ef5bad3e,Home Health Aide,Home Health Aides,31-1121.00,CONFIRMED,https://www.onetonline.org/link/summary/31-1121.00,https://www.bls.gov/ooh/healthcare-support/home-health-aides-and-personal-care-aides.htm,,,,Healthcare & Medicine
f835712c-fb54-49f5-ac6b-591531cd71e8,Court Reporter (CART),Court Reporters and Simultaneous Captioners,27-3092.00,CONFIRMED,https://www.onetonline.org/link/summary/27-3092.00,https://www.onetonline.org/link/summary/23-2091.00,,,,Law & Government
fbc170df-5639-4952-8517-864823f5802e,Athlete Agent,"Agents and Business Managers of Artists, Performers, and Athletes",13-1011.00,CONFIRMED,https://www.onetonline.org/link/summary/13-1011.00,https://www.onetonline.org/link/summary/11-3011.00,,,,Sports & Fitness
