id,name,old_source_url,new_source_url,soc_code,occupation,confidence
3ce9d562-1a9a-4144-a167-ade1406f87a3,Homeland Security Specialist,https://www.bls.gov/ooh/protective-service/security-guards.htm,https://www.onetonline.org/link/summary/33-9032.00,33-9032.00,Security Guards,auto
3d90420d-73a4-419f-b2e5-726e1922e1f1,Securities Lawyer,https://www.bls.gov/ooh/legal/lawyers.htm,https://www.onetonline.org/link/summary/23-1011.00,23-1011.00,Lawyers,auto
3d92ad9a-131b-4b60-9e16-f1f64964190d,Social Media Content Manager,https://www.bls.gov/ooh/arts-and-design/multimedia-artists-and-animators.htm,https://www.onetonline.org/link/summary/27-1014.00,27-1014.00,Special Effects Artists and Animators,hand-verified
3de0d536-0038-4ca4-a4cf-52589c4ad379,Patent Agent,https://www.bls.gov/ooh/legal/lawyers.htm,https://www.onetonline.org/link/summary/23-1011.00,23-1011.00,Lawyers,auto
3e6ddf24-6cf0-463e-9907-a0397643394a,Founder (SaaS Startup),https://www.bls.gov/ooh/management/top-executives.htm,https://www.onetonline.org/link/summary/11-1011.00,11-1011.00,Chief Executives,hand-verified
3eae0f11-7603-433e-ba99-33ea83bd3f35,Intelligence Analyst (Government),https://www.bls.gov/ooh/protective-service/police-and-detectives.htm,https://www.onetonline.org/link/summary/33-3051.00,33-3051.00,Police and Sheriff's Patrol Officers,hand-verified
3ecad0e3-76ce-4333-80ed-7a7171e90307,Graduate Teaching Assistant,https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,https://www.onetonline.org/link/summary/25-1199.00,25-1199.00,"Postsecondary Teachers, All Other",auto
3ed678ed-278f-4309-a50a-3a06b71726e7,Industrial Automation Engineer,https://www.bls.gov/ooh/architecture-and-engineering/electrical-and-electronics-engineers.htm,https://www.onetonline.org/link/summary/17-2071.00,17-2071.00,Electrical Engineers,auto
3f1bfa15-15bc-4948-93e0-5370cfb1c011,Wetlands Restoration Specialist,https://www.bls.gov/ooh/life-physical-and-social-science/environmental-scientists-and-specialists.htm,https://www.onetonline.org/link/summary/19-2041.00,19-2041.00,"Environmental Scientists and Specialists, Including Health",auto
3f230d4a-c3c5-4fc6-b8eb-95a3caafcb63,K-12 School Principal,https://www.bls.gov/ooh/management/elementary-middle-and-high-school-principals.htm,https://www.onetonline.org/link/summary/11-9032.00,11-9032.00,"Education Administrators, Kindergarten through Secondary",hand-verified
3f45fb90-0589-4556-87fa-d0323a7df4a1,Artist-in-Residence Coordinator,https://www.bls.gov/ooh/arts-and-design/art-directors.htm,https://www.onetonline.org/link/summary/27-1011.00,27-1011.00,Art Directors,auto
3fc59dd0-0573-4367-adcd-b70ae63701ea,Municipal Zoning Attorney,https://www.bls.gov/ooh/legal/lawyers.htm,https://www.onetonline.org/link/summary/23-1011.00,23-1011.00,Lawyers,auto
4069a294-f4c1-4413-9cae-8d277cfb1bb0,Speech-Language Pathologist,https://www.bls.gov/ooh/healthcare/speech-language-pathologists.htm,https://www.onetonline.org/link/summary/29-1127.00,29-1127.00,Speech-Language Pathologists,auto
40965a9f-05c8-4a9a-8a69-92860a519c00,Data Security Officer,https://www.bls.gov/ooh/computer-and-information-technology/information-security-analysts.htm,https://www.onetonline.org/link/summary/15-1212.00,15-1212.00,Information Security Analysts,auto
409dd5cd-08f3-4227-acf8-ba86c62b1a5b,Motion Journalist,https://www.bls.gov/ooh/media-and-communication/reporters-correspondents-and-broadcast-news-analysts.htm,https://www.onetonline.org/link/summary/27-3023.00,27-3023.00,"News Analysts, Reporters, and Journalists",hand-verified
40cc6a7e-0f77-4fe8-a057-0b099fb5e134,Government Inspector (Building Safety),https://www.bls.gov/ooh/construction-and-extraction/construction-and-building-inspectors.htm,https://www.onetonline.org/link/summary/47-4011.00,47-4011.00,Construction and Building Inspectors,auto
40eb1ed2-2d4b-4f2a-a727-e35ca6719699,Renewable Energy Contractor,https://www.bls.gov/ooh/construction-and-extraction/solar-photovoltaic-installers.htm,https://www.onetonline.org/link/summary/47-2231.00,47-2231.00,Solar Photovoltaic Installers,auto
413869b1-36a0-4581-bb91-153c27fab860,Security Operations Center (SOC) Analyst,https://www.bls.gov/ooh/computer-and-information-technology/information-security-analysts.htm,https://www.onetonline.org/link/summary/15-1212.00,15-1212.00,Information Security Analysts,auto
41399be9-0a54-45f9-b568-cfb5038e52a2,Cartographer,https://www.bls.gov/ooh/architecture-and-engineering/cartographers-and-photogrammetrists.htm,https://www.onetonline.org/link/summary/17-1021.00,17-1021.00,Cartographers and Photogrammetrists,auto
413c174d-c05c-4b4c-8b9d-cb5a30bbfc00,Tutoring Center Director,https://www.bls.gov/ooh/education-training-and-library/instructional-coordinators.htm,https://www.onetonline.org/link/summary/25-9031.00,25-9031.00,Instructional Coordinators,auto
413fe077-0b84-4fc9-ba68-ad431e00cb64,Bootstrapped Business Owner,https://www.bls.gov/ooh/management/top-executives.htm,https://www.onetonline.org/link/summary/11-1011.00,11-1011.00,Chief Executives,hand-verified
42094529-e108-4676-b8a1-13c1f5c8d803,Environmental Technician,https://www.bls.gov/ooh/life-physical-and-social-science/environmental-science-and-protection-technicians.htm,https://www.onetonline.org/link/summary/19-4042.00,19-4042.00,"Environmental Science and Protection Technicians, Including Health",auto
42179daf-40f9-41d9-ae1a-3755b2c06a99,Green Building Architect,https://www.bls.gov/ooh/architecture-and-engineering/architects.htm,https://www.onetonline.org/link/summary/15-1241.00,15-1241.00,Computer Network Architects,auto
423bde79-4095-4ed5-860b-7b00e24dfcdd,Social Worker (Adult Services),https://www.bls.gov/ooh/community-and-social-service/social-workers.htm,https://www.onetonline.org/link/summary/21-1029.00,21-1029.00,"Social Workers, All Other",auto
4280a22e-36bf-4310-9f68-3ed7715eba4d,Trademark and Copyright Attorney,https://www.bls.gov/ooh/legal/lawyers.htm,https://www.onetonline.org/link/summary/23-1011.00,23-1011.00,Lawyers,auto
4293b4ec-e648-4a86-8c89-e16d343db4c0,Restaurant Chef/Head Chef,https://www.bls.gov/ooh/food-preparation-and-serving/chefs-and-head-cooks.htm,https://www.onetonline.org/link/summary/35-1011.00,35-1011.00,Chefs and Head Cooks,auto
42c6e02a-4a22-4d60-b1f7-af584d8310d3,Wildlife Biologist,https://www.bls.gov/ooh/life-physical-and-social-science/zoologists-and-wildlife-biologists.htm,https://www.onetonline.org/link/summary/19-1023.00,19-1023.00,Zoologists and Wildlife Biologists,auto
42ce14aa-02d8-4cae-9e06-aa70b9561015,Title Attorney (Real Estate),https://www.bls.gov/ooh/legal/lawyers.htm,https://www.onetonline.org/link/summary/23-1011.00,23-1011.00,Lawyers,auto
42e26130-8cc2-4829-bba8-caf301f6059b,Social Media Analyst (Trends),https://www.bls.gov/ooh/media-and-communication/public-relations-specialists.htm,https://www.onetonline.org/link/summary/27-3031.00,27-3031.00,Public Relations Specialists,auto
42eba046-dee2-4f75-b9e9-9903ae442d19,Ecosystems Restoration Technician,https://www.bls.gov/ooh/life-physical-and-social-science/conservation-scientists.htm,https://www.onetonline.org/link/summary/19-1031.00,19-1031.00,Conservation Scientists,auto
43acc14f-9166-4ac6-883a-dce63a359c51,Fitness Class Instructor (Specialty),https://www.bls.gov/ooh/personal-care-and-service/fitness-trainers-and-instructors.htm,https://www.onetonline.org/link/summary/39-9031.00,39-9031.00,Exercise Trainers and Group Fitness Instructors,auto
43cfa17f-fe67-4ed4-8875-87a7b90a1d68,Food Writer,https://www.bls.gov/ooh/media-and-communication/writers-and-authors.htm,https://www.onetonline.org/link/summary/27-3043.00,27-3043.00,Writers and Authors,auto
43e68e1c-e8cf-4843-8c25-07601a05537d,3D Animator,https://www.bls.gov/ooh/arts-and-design/multimedia-artists-and-animators.htm,https://www.onetonline.org/link/summary/27-1014.00,27-1014.00,Special Effects Artists and Animators,hand-verified
43f5aa03-c247-4585-b984-ae9d09ef4648,Chemist (Analytical),https://www.bls.gov/ooh/life-physical-and-social-science/chemists-and-materials-scientists.htm,https://www.onetonline.org/link/summary/19-2031.00,19-2031.00,Chemists,auto
4401778d-14d3-400c-8c1b-cf5790227882,Social Media Strategist (News Organization),https://www.bls.gov/ooh/media-and-communication/public-relations-specialists.htm,https://www.onetonline.org/link/summary/27-3031.00,27-3031.00,Public Relations Specialists,auto
442f7bc1-32e2-45d3-8d5a-a3d4f392517d,Climate Tech Engineer,https://www.bls.gov/ooh/architecture-and-engineering/environmental-engineers.htm,https://www.onetonline.org/link/summary/17-2081.00,17-2081.00,Environmental Engineers,auto
444a399a-f122-4256-bd35-81758421a2a0,Security Operations Analyst,https://www.bls.gov/ooh/computer-and-information-technology/information-security-analysts.htm,https://www.onetonline.org/link/summary/15-1212.00,15-1212.00,Information Security Analysts,auto
4459fd6e-75e8-48a8-bb82-637a1443c2f4,Fashion Designer (Sustainable),https://www.bls.gov/ooh/arts-and-design/fashion-designers.htm,https://www.onetonline.org/link/summary/27-1022.00,27-1022.00,Fashion Designers,auto
44632abe-cab1-45e2-82e2-abb637cf2539,Public Prosecutor,https://www.bls.gov/ooh/legal/lawyers.htm,https://www.onetonline.org/link/summary/23-1011.00,23-1011.00,Lawyers,auto
44714a51-e90e-4fa4-af2f-9cc90866c3ef,Sports Commentator,https://www.bls.gov/ooh/media-and-communication/broadcast-and-sound-engineering-technicians.htm,https://www.onetonline.org/link/summary/27-4012.00,27-4012.00,Broadcast Technicians,auto
4490d5f7-c027-470c-9374-ecce9ec3f96d,AI Startup Founder,https://www.bls.gov/ooh/management/top-executives.htm,https://www.onetonline.org/link/summary/11-1011.00,11-1011.00,Chief Executives,hand-verified
4490f8ba-dc5a-4379-a09d-4864cd0c69c5,Sous Chef,https://www.bls.gov/ooh/food-preparation-and-serving/chefs-and-head-cooks.htm,https://www.onetonline.org/link/summary/35-1011.00,35-1011.00,Chefs and Head Cooks,auto
44a6db57-9af0-4544-81c9-3518da3442d3,Research Epidemiologist,https://www.bls.gov/ooh/life-physical-and-social-science/epidemiologists.htm,https://www.onetonline.org/link/summary/19-1041.00,19-1041.00,Epidemiologists,auto
44edfe44-d0bd-4a26-8ab8-c7c88db26915,Forest Fire Ecologist,https://www.bls.gov/ooh/life-physical-and-social-science/environmental-scientists-and-specialists.htm,https://www.onetonline.org/link/summary/19-2041.00,19-2041.00,"Environmental Scientists and Specialists, Including Health",auto
4551971f-0d2b-4a3c-8778-b7b3ec1a92c1,Wildlife Population Biologist,https://www.bls.gov/ooh/life-physical-and-social-science/zoologists-and-wildlife-biologists.htm,https://www.onetonline.org/link/summary/19-1023.00,19-1023.00,Zoologists and Wildlife Biologists,auto
456f1def-49c1-40d6-af76-9d0d3edf18b0,Court Reporter,https://www.bls.gov/ooh/legal/court-reporters.htm,https://www.onetonline.org/link/summary/27-3092.00,27-3092.00,Court Reporters and Simultaneous Captioners,auto
45b670c9-0fe7-47dd-93e7-da16569ac16c,Threat Intelligence Analyst,https://www.bls.gov/ooh/computer-and-information-technology/information-security-analysts.htm,https://www.onetonline.org/link/summary/15-1212.00,15-1212.00,Information Security Analysts,auto
460f86e2-c110-4eb8-9ffe-b804b50d7e64,Social Services Counselor,https://www.bls.gov/ooh/community-and-social-service/social-and-human-service-assistants.htm,https://www.onetonline.org/link/summary/21-1093.00,21-1093.00,Social and Human Service Assistants,auto
46347e51-516a-4be6-adb5-2d1e79996bfb,Investigative Researcher,https://www.bls.gov/ooh/media-and-communication/reporters-correspondents-and-broadcast-news-analysts.htm,https://www.onetonline.org/link/summary/27-3023.00,27-3023.00,"News Analysts, Reporters, and Journalists",hand-verified
4651a610-6172-4abc-b754-1271f1f8b2ca,Intellectual Property Litigation Attorney,https://www.bls.gov/ooh/legal/lawyers.htm,https://www.onetonline.org/link/summary/23-1011.00,23-1011.00,Lawyers,auto
469f8e8f-a675-45b9-b43e-bc0cbce952d8,Personal Fitness Trainer (Adaptive),https://www.bls.gov/ooh/personal-care-and-service/fitness-trainers-and-instructors.htm,https://www.onetonline.org/link/summary/39-9031.00,39-9031.00,Exercise Trainers and Group Fitness Instructors,auto
46e89e38-3471-4b7e-99b1-1cf7026496e0,Baroque Music Specialist,https://www.bls.gov/ooh/entertainment-and-sports/musicians-and-singers.htm,https://www.onetonline.org/link/summary/27-2042.00,27-2042.00,Musicians and Singers,auto
47f9cfe6-6932-474f-a8e6-037bde005e9c,Fact Checker (Investigative),https://www.bls.gov/ooh/media-and-communication/reporters-correspondents-and-broadcast-news-analysts.htm,https://www.onetonline.org/link/summary/27-3023.00,27-3023.00,"News Analysts, Reporters, and Journalists",hand-verified
483af109-1637-429e-9900-2785731a9737,Investigative Journalist (Deep Reporting),https://www.bls.gov/ooh/media-and-communication/reporters-correspondents-and-broadcast-news-analysts.htm,https://www.onetonline.org/link/summary/27-3023.00,27-3023.00,"News Analysts, Reporters, and Journalists",hand-verified
4854c42c-d806-45a6-ae33-4a212cf1f4c5,Legislative Staff Attorney,https://www.bls.gov/ooh/legal/lawyers.htm,https://www.onetonline.org/link/summary/23-1011.00,23-1011.00,Lawyers,auto
486c8937-aa48-442d-9998-279e3259c044,Equity Research Analyst,https://www.bls.gov/ooh/business-and-financial/financial-analysts.htm,https://www.onetonline.org/link/summary/13-2051.00,13-2051.00,Financial and Investment Analysts,auto
487ef452-1067-4746-9b3b-ebc90613c59c,Fact Checker (Media Organization),https://www.bls.gov/ooh/media-and-communication/reporters-correspondents-and-broadcast-news-analysts.htm,https://www.onetonline.org/link/summary/27-3023.00,27-3023.00,"News Analysts, Reporters, and Journalists",hand-verified
491804ca-ae4d-40ab-becd-5e27275f7cad,Municipal Building Inspector,https://www.bls.gov/ooh/construction-and-extraction/construction-and-building-inspectors.htm,https://www.onetonline.org/link/summary/47-4011.00,47-4011.00,Construction and Building Inspectors,auto
49901fcb-f247-48c7-83e5-dbfb740fc7fb,Real Estate Appraiser,https://www.bls.gov/ooh/business-and-financial/appraisers-and-assessors-of-real-estate.htm,https://www.onetonline.org/link/summary/13-2023.00,13-2023.00,Appraisers and Assessors of Real Estate,auto
49a44361-b4a1-4dfa-987f-e8aa54a829c1,Early Childhood Administrator,https://www.bls.gov/ooh/education-training-and-library/preschool-teachers.htm,https://www.onetonline.org/link/summary/25-2011.00,25-2011.00,"Preschool Teachers, Except Special Education",auto
49bb3a2e-aec7-4825-9cef-bc1dc8732fdc,Data Scientist (Academia),https://www.bls.gov/ooh/math/mathematicians-and-statisticians.htm,https://www.onetonline.org/link/summary/15-2021.00,15-2021.00,Mathematicians,auto
4a753f10-4be1-4758-a2ac-b6335914b56b,Fact Checker (News),https://www.bls.gov/ooh/media-and-communication/reporters-correspondents-and-broadcast-news-analysts.htm,https://www.onetonline.org/link/summary/27-3023.00,27-3023.00,"News Analysts, Reporters, and Journalists",hand-verified
4adc5cad-22e1-44a2-ae86-55ee04ce2d52,Hardware Engineer,https://www.bls.gov/ooh/architecture-and-engineering/electrical-and-electronics-engineers.htm,https://www.onetonline.org/link/summary/17-2071.00,17-2071.00,Electrical Engineers,auto
4b215253-1b87-4d30-ac5d-23113202e0ee,Virtual Events Platform Founder,https://www.bls.gov/ooh/management/top-executives.htm,https://www.onetonline.org/link/summary/11-1011.00,11-1011.00,Chief Executives,hand-verified
4b57890d-7b25-438c-949f-a9af1e799181,Investment Banker,https://www.bls.gov/ooh/business-and-financial/financial-analysts.htm,https://www.onetonline.org/link/summary/13-2051.00,13-2051.00,Financial and Investment Analysts,auto
4b68fb43-19df-4c77-b607-cb103569cd01,Software Engineer Manager,https://www.bls.gov/ooh/computer-and-information-technology/software-developers.htm,https://www.onetonline.org/link/summary/15-1252.00,15-1252.00,Software Developers,auto
4bca9a6e-1a5d-4713-97e2-894ffceca555,Hyperlocal Delivery Startup Founder,https://www.bls.gov/ooh/management/top-executives.htm,https://www.onetonline.org/link/summary/11-1011.00,11-1011.00,Chief Executives,hand-verified
4c02782e-e221-4cf0-b43a-6da4d104b69a,Coast Guard Officer,https://www.bls.gov/ooh/military/military-careers.htm,https://www.onetonline.org/link/summary/55-1019.00,55-1019.00,"Military Officer Special and Tactical Operations Leaders, All Other",hand-verified
4ca0f8f4-bdae-4bc5-b410-114bcc8c5ab0,Food Service Director (Corporate),https://www.bls.gov/ooh/management/food-service-managers.htm,https://www.onetonline.org/link/summary/11-9051.00,11-9051.00,Food Service Managers,auto
4ca6ff89-cfe4-4afe-af50-9d0c26fe335c,Marine Debris Analyst,https://www.bls.gov/ooh/life-physical-and-social-science/environmental-scientists-and-specialists.htm,https://www.onetonline.org/link/summary/19-2041.00,19-2041.00,"Environmental Scientists and Specialists, Including Health",auto
4cb61c5f-b423-41b3-93b2-0580f4a774d6,Deep Tech Founder,https://www.bls.gov/ooh/management/top-executives.htm,https://www.onetonline.org/link/summary/11-1011.00,11-1011.00,Chief Executives,hand-verified
4d6d119f-b9f7-4c2b-a56c-91adf2660f2f,Building Inspector,https://www.bls.gov/ooh/construction-and-extraction/construction-and-building-inspectors.htm,https://www.onetonline.org/link/summary/47-4011.00,47-4011.00,Construction and Building Inspectors,auto
4d84f6be-11b8-4573-8cc2-a2ca0a13bf10,Speech and Debate Instructor,https://www.bls.gov/ooh/education-training-and-library/high-school-teachers.htm,https://www.onetonline.org/link/summary/25-2031.00,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",hand-verified
4db7b97e-9de8-41c7-b095-3b5b6ea50f22,Hairstylist,https://www.bls.gov/ooh/personal-care-and-service/barbers-hairstylists-and-cosmetologists.htm,https://www.onetonline.org/link/summary/39-5011.00,39-5011.00,Barbers,auto
4dcc5782-2bec-4b79-8e9a-30ee7013049c,Franchise Attorney,https://www.bls.gov/ooh/legal/lawyers.htm,https://www.onetonline.org/link/summary/23-1011.00,23-1011.00,Lawyers,auto
4dd09e29-a165-4eba-be86-98ff14d35ef0,Marine Biologist (Conservation),https://www.bls.gov/ooh/life-physical-and-social-science/zoologists-and-wildlife-biologists.htm,https://www.onetonline.org/link/summary/19-1023.00,19-1023.00,Zoologists and Wildlife Biologists,auto
4dd2b167-7b1e-4c89-9266-7a27430471c5,Fact-Checker (Publication),https://www.bls.gov/ooh/media-and-communication/reporters-correspondents-and-broadcast-news-analysts.htm,https://www.onetonline.org/link/summary/27-3023.00,27-3023.00,"News Analysts, Reporters, and Journalists",hand-verified
4e417651-7766-4547-bfe4-382f2567eb21,Toxicologist,https://www.bls.gov/ooh/life-physical-and-social-science/biochemists-and-biophysicists.htm,https://www.onetonline.org/link/summary/19-1021.00,19-1021.00,Biochemists and Biophysicists,auto
4e46f69b-e4f7-405c-bdc8-9070912ccf4e,Film Editor,https://www.bls.gov/ooh/media-and-communication/film-and-video-editors-and-camera-operators.htm,https://www.onetonline.org/link/summary/27-3041.00,27-3041.00,Editors,auto
4e8d7c15-3caf-4af5-b8f6-96bfc9cd6235,Community Reporter,https://www.bls.gov/ooh/media-and-communication/reporters-correspondents-and-broadcast-news-analysts.htm,https://www.onetonline.org/link/summary/27-3023.00,27-3023.00,"News Analysts, Reporters, and Journalists",hand-verified
4e9a9ab9-1e1b-4fa3-894d-12e88b90051e,Research Writer/Communicator,https://www.bls.gov/ooh/media-and-communication/writers-and-authors.htm,https://www.onetonline.org/link/summary/27-3043.00,27-3043.00,Writers and Authors,auto
4ea81d29-1f9f-4d34-9a51-ad2c933ccf17,IT Security Manager,https://www.bls.gov/ooh/computer-and-information-technology/information-security-analysts.htm,https://www.onetonline.org/link/summary/15-1212.00,15-1212.00,Information Security Analysts,auto
4ef515b4-2fca-4948-84a9-43565ab07cbc,Electrical Engineer,https://www.bls.gov/ooh/architecture-and-engineering/electrical-and-electronics-engineers.htm,https://www.onetonline.org/link/summary/17-2071.00,17-2071.00,Electrical Engineers,auto
4efd98f4-62d2-405e-a636-78d1750c5d8d,Software Engineer (Frontend),https://www.bls.gov/ooh/computer-and-information-technology/software-developers.htm,https://www.onetonline.org/link/summary/15-1252.00,15-1252.00,Software Developers,auto
4f177ef4-d436-4ca5-b944-ad6aa65733c1,Social Media Startup Founder,https://www.bls.gov/ooh/management/top-executives.htm,https://www.onetonline.org/link/summary/11-1011.00,11-1011.00,Chief Executives,hand-verified
4f631822-995b-482c-81f1-fd9fab3c6c90,Executive Director (Small Nonprofit),https://www.bls.gov/ooh/management/social-and-community-service-managers.htm,https://www.onetonline.org/link/summary/11-9151.00,11-9151.00,Social and Community Service Managers,auto
4f8c091e-9e83-40e0-a173-e156ce6e9bc0,Motion Graphics Designer,https://www.bls.gov/ooh/arts-and-design/multimedia-artists-and-animators.htm,https://www.onetonline.org/link/summary/27-1014.00,27-1014.00,Special Effects Artists and Animators,hand-verified
501f8cd6-489e-40eb-861a-a38a9e52ac73,Federal Agent (ATF/DEA),https://www.bls.gov/ooh/protective-service/police-and-detectives.htm,https://www.onetonline.org/link/summary/33-3051.00,33-3051.00,Police and Sheriff's Patrol Officers,hand-verified
5057056a-75cb-47f9-9492-254b314fef43,Financial Analyst (Investment Banking),https://www.bls.gov/ooh/business-and-financial/financial-analysts.htm,https://www.onetonline.org/link/summary/13-2051.00,13-2051.00,Financial and Investment Analysts,auto
50612465-a1d6-44c8-8c15-da10ee44d162,Mediator/Arbitrator,https://www.bls.gov/ooh/legal/arbitrators-mediators-and-conciliators.htm,https://www.onetonline.org/link/summary/23-1022.00,23-1022.00,"Arbitrators, Mediators, and Conciliators",auto
506b377a-036e-46cd-b356-6608233d3831,Biostatistician,https://www.bls.gov/ooh/math/statisticians.htm,https://www.onetonline.org/link/summary/15-2041.00,15-2041.00,Statisticians,auto
50ba2f82-c0c8-4db9-8aee-da1c7ea1eee5,Field Archaeologist,https://www.bls.gov/ooh/life-physical-and-social-science/anthropologists-and-archeologists.htm,https://www.onetonline.org/link/summary/19-3091.00,19-3091.00,Anthropologists and Archeologists,auto
50f5d6cf-6571-449a-9409-9d981a48a7c3,Science Lab Coordinator (K-12),https://www.bls.gov/ooh/education-training-and-library/instructional-coordinators.htm,https://www.onetonline.org/link/summary/25-9031.00,25-9031.00,Instructional Coordinators,auto
50f8d50a-05d2-4ea9-8568-1b5ef68b197b,Chemist (Product Development),https://www.bls.gov/ooh/life-physical-and-social-science/chemists-and-materials-scientists.htm,https://www.onetonline.org/link/summary/19-2031.00,19-2031.00,Chemists,auto
510ebbc0-156e-4033-b748-f3be3032c1bd,Restaurant Chef,https://www.bls.gov/ooh/food-preparation-and-serving/chefs-and-head-cooks.htm,https://www.onetonline.org/link/summary/35-1011.00,35-1011.00,Chefs and Head Cooks,auto
5116cd22-2913-4cbe-bf55-ba8a7074056d,Commercial Leasing Agent,https://www.bls.gov/ooh/sales/real-estate-brokers-and-sales-agents.htm,https://www.onetonline.org/link/summary/41-9021.00,41-9021.00,Real Estate Brokers,auto
524f873e-5e2a-415c-92b9-fd2cc5409565,Personal Trainer (Fitness),https://www.bls.gov/ooh/personal-care-and-service/fitness-trainers-and-instructors.htm,https://www.onetonline.org/link/summary/39-9031.00,39-9031.00,Exercise Trainers and Group Fitness Instructors,auto
52acd84e-115b-4c79-a84c-87c49f4dda3a,Laboratory Animal Caretaker,https://www.bls.gov/ooh/personal-care-and-service/animal-care-and-service-workers.htm,https://www.onetonline.org/link/summary/39-9099.00,39-9099.00,"Personal Care and Service Workers, All Other",auto
52d4acde-b5ff-4c26-aec8-72579103e4bc,Water Rights Attorney,https://www.bls.gov/ooh/legal/lawyers.htm,https://www.onetonline.org/link/summary/23-1011.00,23-1011.00,Lawyers,auto
532318a4-fd4d-4f22-bda0-49ea6f29cd68,Laboratory Scientist,https://www.bls.gov/ooh/life-physical-and-social-science/medical-scientists.htm,https://www.onetonline.org/link/summary/19-1042.00,19-1042.00,"Medical Scientists, Except Epidemiologists",auto
53371a1e-23da-4a0d-858f-62ce3fd15d58,Occupational Health and Safety Engineer,https://www.bls.gov/ooh/architecture-and-engineering/health-and-safety-engineers.htm,https://www.onetonline.org/link/summary/17-2111.00,17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",auto
533cfe53-f31c-40ec-b77c-52c4a65b5a4e,Secondhand Luxury Reseller,https://www.bls.gov/ooh/sales/retail-sales-workers.htm,https://www.onetonline.org/link/summary/41-1011.00,41-1011.00,First-Line Supervisors of Retail Sales Workers,auto
5361b60a-4745-452e-9902-371ed341fbe9,News Producer,https://www.bls.gov/ooh/media-and-communication/broadcast-and-sound-engineering-technicians.htm,https://www.onetonline.org/link/summary/27-4012.00,27-4012.00,Broadcast Technicians,auto
53718362-e54e-4b2d-a244-e2e9a7c87452,Live Event Composer,https://www.bls.gov/ooh/entertainment-and-sports/musicians-and-singers.htm,https://www.onetonline.org/link/summary/27-2042.00,27-2042.00,Musicians and Singers,auto
53f518a7-c5d6-4f91-a463-dd6446cd4ef3,Compliance Attorney,https://www.bls.gov/ooh/legal/lawyers.htm,https://www.onetonline.org/link/summary/23-1011.00,23-1011.00,Lawyers,auto
53f96cab-c978-4010-845b-68ff7e97123d,Immigration Attorney,https://www.bls.gov/ooh/legal/lawyers.htm,https://www.onetonline.org/link/summary/23-1011.00,23-1011.00,Lawyers,auto
543cb431-c426-4f0c-96eb-f1ee8496a771,Technical Writer (Journalism),https://www.bls.gov/ooh/media-and-communication/reporters-correspondents-and-broadcast-news-analysts.htm,https://www.onetonline.org/link/summary/27-3023.00,27-3023.00,"News Analysts, Reporters, and Journalists",hand-verified
54aaa258-7974-4445-bbb7-a1f2d8e80880,Environmental Health and Safety Specialist,https://www.bls.gov/ooh/healthcare/occupational-health-and-safety-specialists.htm,https://www.onetonline.org/link/summary/19-5011.00,19-5011.00,Occupational Health and Safety Specialists,auto
54ff087b-1076-4857-9425-ce1241eef33f,IT Security Specialist,https://www.bls.gov/ooh/computer-and-information-technology/information-security-analysts.htm,https://www.onetonline.org/link/summary/15-1212.00,15-1212.00,Information Security Analysts,auto
55113eb2-ac0a-4726-bea9-d41ad35a5f4e,Data Scientist (Environmental),https://www.bls.gov/ooh/math/mathematicians-and-statisticians.htm,https://www.onetonline.org/link/summary/15-2021.00,15-2021.00,Mathematicians,auto
556271e8-9773-4419-ab2f-c0d576b50760,Military Intelligence Officer,https://www.bls.gov/ooh/protective-service/police-and-detectives.htm,https://www.onetonline.org/link/summary/33-3051.00,33-3051.00,Police and Sheriff's Patrol Officers,hand-verified
5597cc16-55b5-4de8-a508-25471dae3b00,Quantum Circuits Designer,https://www.bls.gov/ooh/architecture-and-engineering/electrical-and-electronics-engineers.htm,https://www.onetonline.org/link/summary/17-2071.00,17-2071.00,Electrical Engineers,auto
55c49de1-01b6-4ca2-85a6-8974e1f2ebaa,Guest Experience Manager (Hospitality),https://www.bls.gov/ooh/management/lodging-managers.htm,https://www.onetonline.org/link/summary/11-9081.00,11-9081.00,Lodging Managers,auto
55d4beeb-3598-4268-b9ed-dc8484dd51fa,Municipal Planning Attorney,https://www.bls.gov/ooh/legal/lawyers.htm,https://www.onetonline.org/link/summary/23-1011.00,23-1011.00,Lawyers,auto
55e9ed07-c9ab-41fd-be4b-45d83c25e55e,Beauty Counter Manager (Cosmetics Retail),https://www.bls.gov/ooh/sales/retail-sales-workers.htm,https://www.onetonline.org/link/summary/41-1011.00,41-1011.00,First-Line Supervisors of Retail Sales Workers,auto
56c1fd27-8750-4e03-9467-2ac1ed3059d7,Mediation Attorney,https://www.bls.gov/ooh/legal/lawyers.htm,https://www.onetonline.org/link/summary/23-1011.00,23-1011.00,Lawyers,auto
5703f2c1-987a-419b-8c86-ed6574cfbabd,Robotics Competition Coach,https://www.bls.gov/ooh/education-training-and-library/high-school-teachers.htm,https://www.onetonline.org/link/summary/25-2031.00,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",hand-verified
5715b830-f271-49a9-bbac-083e69ff645a,Legal Technician,https://www.bls.gov/ooh/legal/paralegals-and-legal-assistants.htm,https://www.onetonline.org/link/summary/23-2011.00,23-2011.00,Paralegals and Legal Assistants,auto
