id,name,primary_industry,secondary_industries,created_at,flagged_dup_requirements,dup_shared_count,flagged_industry_mismatch,mismatch_tier,mismatch_keyword,expected_any_of
4b68fb43-19df-4c77-b607-cb103569cd01,Software Engineer Manager,Architecture & Urban Planning,"Design & Creative,Environment & Sustainability",2026-04-22T02:52:31.845128+00:00,no,,yes,HIGH,Software,Tech & Engineering / Gaming & Esports / Cybersecurity
4bca9a6e-1a5d-4713-97e2-894ffceca555,Hyperlocal Delivery Startup Founder,Entrepreneurship,"Tech & Engineering,Business & Finance",2026-06-01T02:39:06.188591+00:00,no,,yes,LOW,Logistics,Supply Chain & Operations / Aviation & Transportation
4c02782e-e221-4cf0-b43a-6da4d104b69a,Coast Guard Officer,Law & Government,"Healthcare & Medicine,Social Impact & Nonprofit",2026-04-29T02:00:59.113899+00:00,no,,yes,LOW,Maritime,Aviation & Transportation / Supply Chain & Operations / Environment & Sustainability
4e940091-eb66-461b-b503-4f40f0f7ae52,Marketplace Arbitrage Entrepreneur,Entrepreneurship,"Business & Finance,Tech & Engineering",2026-06-03T02:45:44.276161+00:00,no,,yes,LOW,Logistics,Supply Chain & Operations / Aviation & Transportation
4f5d825b-3550-4a15-bd36-7df59ce2b802,Hedge Fund Analyst,Fashion & Beauty,"Design & Creative,Marketing & Communications,Science & Research",2026-04-22T02:52:33.86077+00:00,no,,yes,LOW,Investment,Business & Finance
503ad0ac-fb76-46fc-b4fb-fff67ae402e6,Resale Platform Founder,Entrepreneurship,"Tech & Engineering,Fashion & Beauty",2026-05-18T02:12:51.299059+00:00,no,,yes,LOW,Logistics,Supply Chain & Operations / Aviation & Transportation
51f813d4-3c1d-47d9-97ce-891d299581f0,Fabric Quality Inspector,Fashion & Beauty,"Design & Creative,Business & Finance",2026-06-26T04:14:36.943299+00:00,no,,yes,MEDIUM,Inspector,Law & Government / Environment & Sustainability / Architecture & Urban Planning / Supply Chain & Operations / Food & Culinary / Aviation & Transportation
52c733ce-4fb1-4caa-a7d1-f8b2b93567cf,Signage and Wayfinding Specialist,Design & Creative,Hospitality & Events,2026-07-03T03:49:59.552387+00:00,no,,yes,LOW,Hospital,Healthcare & Medicine
534fa2f8-4a32-47dc-94ea-082835fa07e2,Nuclear Medicine Technologist,Cybersecurity,"Tech & Engineering,Law & Government,Arts & Performance",2026-04-22T02:52:32.496342+00:00,no,,yes,LOW,Patient,Healthcare & Medicine
5388b56d-5fab-4e7c-8213-aa82e87ac633,Experiential Designer (Events),Design & Creative,"Hospitality & Events,Business & Finance",2026-05-05T01:53:03.022077+00:00,no,,yes,LOW,Logistics,Supply Chain & Operations / Aviation & Transportation
56760e0e-c8c7-42f8-951f-167cffb85145,Set Electrician (Theater),Science & Research,"Healthcare & Medicine,Tech & Engineering,Architecture & Urban Planning",2026-04-22T02:52:29.646164+00:00,no,,yes,HIGH,Theater,Arts & Performance
575cccef-af3d-48f8-8ce7-c89cdccfd7dd,Concert Promoter,Arts & Performance,"Entrepreneurship,Hospitality & Events",2026-05-15T02:07:50.44903+00:00,no,,yes,LOW,Logistics,Supply Chain & Operations / Aviation & Transportation
57a44c90-0d6b-4016-bb84-ed1f799a89ff,Grooming Product Developer,Fashion & Beauty,"Science & Research,Design & Creative",2026-05-23T02:03:05.072656+00:00,no,,yes,HIGH,Developer,Tech & Engineering / Gaming & Esports / Cybersecurity / Media & Journalism
57bed206-78d9-4ffc-aabd-7bae27487ede,Specialty Food Brand Founder,Entrepreneurship,"Business & Finance,Design & Creative",2026-05-03T01:51:45.746394+00:00,no,,yes,LOW,Culinary,Food & Culinary / Hospitality & Events
57c8902d-0a83-4f74-af90-26fbaad977ca,Influencer Entrepreneur,Entrepreneurship,"Media & Journalism,Design & Creative",2026-07-15T02:53:31.949371+00:00,no,,yes,LOW,Algorithm,Tech & Engineering / Science & Research / Gaming & Esports
57f67a90-d7a5-46e7-87ee-b3782414be96,Astrochemist,Science & Research,"Healthcare & Medicine,Tech & Engineering,Architecture & Urban Planning",2026-04-22T02:52:34.465719+00:00,no,,yes,LOW,Makeup,Fashion & Beauty / Arts & Performance / Media & Journalism
586fe6e2-0c27-4394-8fc9-4357af58285e,Costume Technician,Science & Research,"Healthcare & Medicine,Tech & Engineering,Architecture & Urban Planning",2026-04-22T02:52:30.082186+00:00,no,,yes,LOW,Theater,Arts & Performance
591622e9-f328-422d-87f6-d282ec79803a,Conference Operations Manager,Hospitality & Events,"Business & Finance,Education & Coaching",2026-05-10T01:56:17.553699+00:00,no,,yes,LOW,Logistics,Supply Chain & Operations / Aviation & Transportation
59247557-5ad2-4f51-b173-295afd9fd9aa,Niche Influencer Network Founder,Entrepreneurship,"Media & Journalism,Business & Finance",2026-05-15T02:08:12.609326+00:00,no,,yes,LOW,Fashion,Fashion & Beauty / Design & Creative / Arts & Performance
594bc14b-af6f-4634-b11c-e2945866604f,Food Waste Reduction Specialist,Environment & Sustainability,"Social Impact & Nonprofit,Business & Finance",2026-08-02T03:29:40.977144+00:00,no,,yes,LOW,Supply Chain,Supply Chain & Operations
5c194434-dd4f-4b64-806d-dbb75ed6ae73,Niche Software as a Service Founder,Marketing & Communications,"Business & Finance,Design & Creative,Entrepreneurship",2026-04-22T02:52:30.655222+00:00,no,,yes,HIGH,Software,Tech & Engineering / Gaming & Esports / Cybersecurity
5cbfcfa3-6808-41b0-aa02-70a4873cce61,Volunteer Management Specialist,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",2026-04-22T02:52:34.239097+00:00,no,,yes,LOW,Nonprofit,Social Impact & Nonprofit / Business & Finance
5f10d973-7f3a-4fcb-96ec-5bda090699ac,Event Coordinator (Corporate),Hospitality & Events,"Business & Finance,Design & Creative",2026-04-30T01:58:17.554452+00:00,no,,yes,LOW,Logistics,Supply Chain & Operations / Aviation & Transportation
5f90cdae-4923-48c5-b636-a687032ce452,Registered Dietitian,Food & Culinary,"Hospitality & Events,Business & Finance,Arts & Performance",2026-04-22T02:52:32.905098+00:00,no,,yes,LOW,Hospital,Healthcare & Medicine
5fc70934-70d1-4452-a832-2359b9b6bde9,Nonprofit Fundraiser,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",2026-04-22T02:52:33.675655+00:00,no,,yes,HIGH,Nonprofit,Social Impact & Nonprofit / Business & Finance
5fca9848-c7b5-4aa3-8a06-567ff99cbf1e,Heritage Conservation Planner,Architecture & Urban Planning,"Law & Government,Education & Coaching",2026-08-12T02:23:54.916713+00:00,no,,yes,HIGH,Conservation,Environment & Sustainability / Science & Research / Social Impact & Nonprofit
6159f852-f5a5-407b-bfe1-9b4175b80109,Meeting and Convention Planner,Hospitality & Events,"Business & Finance,Design & Creative",2026-04-22T02:52:33.675655+00:00,no,,yes,LOW,Logistics,Supply Chain & Operations / Aviation & Transportation
61937333-b3fc-4e63-bfa8-cae6693355f6,Cultural Heritage Preservationist,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Arts & Performance",2026-04-22T02:52:29.422718+00:00,no,,yes,LOW,Conservation,Environment & Sustainability / Science & Research / Social Impact & Nonprofit
61ca9543-b6aa-4959-b4ec-0ac7ea777849,Wedding Planner (Destination Weddings),Hospitality & Events,"Design & Creative,Business & Finance",2026-05-11T02:05:49.876048+00:00,no,,yes,LOW,Logistics,Supply Chain & Operations / Aviation & Transportation
621b28df-cffc-45f5-9928-8a17de4013f0,Beauty Product Developer,Fashion & Beauty,"Design & Creative,Marketing & Communications,Science & Research",2026-04-22T02:52:30.264317+00:00,no,,yes,HIGH,Developer,Tech & Engineering / Gaming & Esports / Cybersecurity / Media & Journalism
6370f544-b1c4-43ea-a880-46793fde3b07,Vintage Resale Marketplace Owner,Entrepreneurship,"Fashion & Beauty,Design & Creative",2026-06-15T02:43:55.107128+00:00,no,,yes,LOW,Marketing,Marketing & Communications / Business & Finance / Media & Journalism
63b1b78f-09ec-4424-bf22-3df5240a6dab,Conference Center Director,Hospitality & Events,"Business & Finance,Entrepreneurship",2026-06-18T02:39:49.197753+00:00,no,,yes,LOW,Logistics,Supply Chain & Operations / Aviation & Transportation
63c0366b-a418-4a99-ac71-15bf4df7afb0,Local Delivery Startup Operator,Entrepreneurship,"Business & Finance,Tech & Engineering",2026-08-01T03:30:07.718545+00:00,no,,yes,LOW,Logistics,Supply Chain & Operations / Aviation & Transportation
63e44fe1-f4ef-4c1f-bc02-82cb40c01e22,Sustainable Fabric Developer,Fashion & Beauty,"Science & Research,Environment & Sustainability",2026-05-21T02:12:02.05751+00:00,no,,yes,HIGH,Developer,Tech & Engineering / Gaming & Esports / Cybersecurity / Media & Journalism
6405b75c-6d11-499f-8654-29bfbde80c5c,Destination Wedding Specialist,Hospitality & Events,"Design & Creative,Business & Finance",2026-06-14T02:39:08.364444+00:00,no,,yes,LOW,Logistics,Supply Chain & Operations / Aviation & Transportation
6476b6f9-efb7-4dcb-814a-a77969c7b642,Fashion Production Manager,Supply Chain & Operations,"Business & Finance,Tech & Engineering,Science & Research",2026-04-22T02:52:34.239097+00:00,no,,yes,HIGH,Fashion,Fashion & Beauty / Design & Creative / Arts & Performance
64a85153-fe30-4a8a-b2a7-392bab2f8d0c,Housekeeping Manager,Supply Chain & Operations,"Business & Finance,Tech & Engineering,Science & Research",2026-04-22T02:52:34.05043+00:00,no,,yes,LOW,Hotel,Hospitality & Events
65288c4f-1689-4dd5-8ec1-1ead67a24ede,Occupational Health Nurse,Hospitality & Events,"Food & Culinary,Marketing & Communications",2026-04-22T02:52:29.422718+00:00,no,,yes,HIGH,Nurse,Healthcare & Medicine
65a637dd-5983-48eb-8541-ca6c86093a82,Pop-up Shop Curator,Entrepreneurship,"Design & Creative,Hospitality & Events",2026-06-02T02:37:21.452672+00:00,no,,yes,LOW,Inventory,Supply Chain & Operations / Business & Finance
6687f976-482e-4c4d-acd2-5f2bfe34c921,Supply Chain Financing Specialist,Business & Finance,"Entrepreneurship,Tech & Engineering",2026-07-24T03:20:21.821859+00:00,no,,yes,HIGH,Supply Chain,Supply Chain & Operations
67a29511-97d8-4980-94fa-5ff4a9f7f119,Craft Beer Brewery Owner,Entrepreneurship,"Business & Finance,Hospitality & Events",2026-05-07T01:56:15.564345+00:00,no,,yes,HIGH,Brewery,Food & Culinary
67ab48b9-6ca6-4b57-804f-d7a7fdffa1bb,Artist Residency Coordinator,Arts & Performance,"Hospitality & Events,Social Impact & Nonprofit",2026-04-27T07:57:44.899938+00:00,no,,yes,LOW,Logistics,Supply Chain & Operations / Aviation & Transportation
6800362d-ae53-4bf0-a380-9a5737012bcb,Impact Investor,Social Impact & Nonprofit,"Education & Coaching,Law & Government,Science & Research",2026-04-22T02:52:34.05043+00:00,no,,yes,LOW,Investment,Business & Finance
683b6489-3b61-45bf-9489-68304e239d0f,Arts Educator,Education & Coaching,"Social Impact & Nonprofit,Tech & Engineering,Science & Research",2026-04-22T02:52:29.422718+00:00,no,,yes,LOW,Theatre,Arts & Performance
68f93253-9d60-45e9-b8ce-e94f8254dbb2,Wedding Coordinator,Hospitality & Events,"Design & Creative,Business & Finance",2026-04-29T02:00:45.761956+00:00,no,,yes,LOW,Logistics,Supply Chain & Operations / Aviation & Transportation
69f9e4f5-9b6a-4d4e-8e22-74fa71b0aaff,Signage Systems Designer,Design & Creative,"Business & Finance,Tech & Engineering",2026-04-22T02:52:32.905098+00:00,no,,yes,LOW,Hospital,Healthcare & Medicine
6b2306b2-7dbc-4792-95f2-007404f80d90,App Developer Entrepreneur,Marketing & Communications,"Business & Finance,Design & Creative,Entrepreneurship",2026-04-22T02:52:33.477982+00:00,no,,yes,HIGH,Developer,Tech & Engineering / Gaming & Esports / Cybersecurity / Media & Journalism
6c5e777e-6ee0-42e5-beff-e534ceea092f,Retirement Plan Consultant,Design & Creative,"Marketing & Communications,Tech & Engineering,Science & Research",2026-04-22T02:52:32.680575+00:00,no,,yes,LOW,Investment,Business & Finance
6cd8daaf-9be8-413c-b2ae-c27449fa7daa,Activewear Designer,Fashion & Beauty,"Design & Creative,Marketing & Communications,Architecture & Urban Planning",2026-04-22T02:52:32.086589+00:00,no,,yes,LOW,Fitness,Sports & Fitness / Healthcare & Medicine
6d6fa3b5-40f8-4f5b-bc39-086641b3d541,Interactive Packaging Designer,Design & Creative,"Tech & Engineering,Entrepreneurship",2026-05-14T02:10:07.00579+00:00,no,,yes,LOW,Marketing,Marketing & Communications / Business & Finance / Media & Journalism
6d8f526a-1c81-443d-9a6b-706d68e8cc1d,Circular Economy Strategist,Environment & Sustainability,"Business & Finance,Science & Research",2026-04-28T07:57:49.603563+00:00,no,,yes,LOW,Supply Chain,Supply Chain & Operations
6dfe5acf-9683-4ddd-8fb1-676b3c5bb897,Lab Operations Manager,Science & Research,"Healthcare & Medicine,Tech & Engineering",2026-06-10T02:15:27.706573+00:00,no,,yes,LOW,Supply Chain,Supply Chain & Operations
6e353c65-6197-4993-a5ad-4902fc6f9c28,Subscription Meal Kit Founder,Entrepreneurship,"Business & Finance,Hospitality & Events",2026-07-07T03:56:57.656023+00:00,no,,yes,LOW,Logistics,Supply Chain & Operations / Aviation & Transportation
6e459311-0326-4956-a22e-9e813eb6ca02,Live Event Production Coordinator,Arts & Performance,"Hospitality & Events,Business & Finance",2026-08-07T02:54:04.193071+00:00,no,,yes,LOW,Logistics,Supply Chain & Operations / Aviation & Transportation
6e526d8f-d93a-49d9-a362-27c06838b891,Impact Measurement Consultant,Entrepreneurship,"Social Impact & Nonprofit,Business & Finance",2026-06-01T02:40:53.390839+00:00,no,,yes,LOW,Systems,Tech & Engineering / Cybersecurity / Supply Chain & Operations
7042ce4f-5f8d-4406-a12a-cb9b43c1a8cd,Vintage Clothing Restorer,Supply Chain & Operations,"Business & Finance,Tech & Engineering,Science & Research",2026-04-22T02:52:34.465719+00:00,no,,yes,LOW,Fashion,Fashion & Beauty / Design & Creative / Arts & Performance
70fb79ac-68df-4aae-8543-d2b3d78c087a,Cultural Programmer (Arts Center),Arts & Performance,"Hospitality & Events,Education & Coaching",2026-04-22T06:25:44.007537+00:00,no,,yes,HIGH,Programmer,Tech & Engineering / Gaming & Esports
7276d1f2-a16d-4067-ab87-62ee8772ab90,Rugby Coach,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",2026-04-22T02:52:32.271017+00:00,no,,yes,MEDIUM,Coach,Sports & Fitness / Education & Coaching / Business & Finance / Social Impact & Nonprofit
727d3964-8c14-49e7-bf2f-c1ef0ff4af00,Supply Chain Manager,Business & Finance,"Entrepreneurship,Tech & Engineering",2026-07-10T03:52:37.953477+00:00,no,,yes,HIGH,Supply Chain,Supply Chain & Operations
72eff3cc-664a-4a74-bfbb-6f456617c884,Program Officer,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",2026-04-22T02:52:34.465719+00:00,no,,yes,LOW,Nonprofit,Social Impact & Nonprofit / Business & Finance
72f41985-a9f6-48a0-b43f-712bc47936c5,Sustainable Materials Developer,Fashion & Beauty,"Environment & Sustainability,Science & Research",2026-06-06T02:07:16.459295+00:00,no,,yes,HIGH,Developer,Tech & Engineering / Gaming & Esports / Cybersecurity / Media & Journalism
72ff220f-1c36-45a9-ab05-952dac92eb0f,Fitness Retreat Coordinator,Supply Chain & Operations,"Business & Finance,Tech & Engineering,Science & Research",2026-04-22T02:52:34.05043+00:00,no,,yes,HIGH,Fitness,Sports & Fitness / Healthcare & Medicine
7366b6ec-51eb-41d2-b3bd-0b9cc0434481,Strength Science Researcher,Sports & Fitness,"Healthcare & Medicine,Science & Research",2026-05-30T02:04:23.452104+00:00,no,,yes,LOW,Systems,Tech & Engineering / Cybersecurity / Supply Chain & Operations
7562413c-db51-435a-be2e-1a61f46d21ed,Broadcast Engineer,Science & Research,"Healthcare & Medicine,Tech & Engineering,Marketing & Communications",2026-04-22T02:52:33.477982+00:00,no,,yes,HIGH,Broadcast,Media & Journalism / Arts & Performance
777f5691-405c-44b4-8623-f22d0a57b400,Nonprofit Financial Analyst,Social Impact & Nonprofit,"Education & Coaching,Law & Government,Science & Research",2026-04-22T02:52:33.675655+00:00,no,,yes,HIGH,Financial Analyst,Business & Finance
789e97a7-057c-4bfd-a605-e91fe91002c1,Local Food Distribution Startup Founder,Entrepreneurship,"Environment & Sustainability,Social Impact & Nonprofit",2026-08-06T03:13:47.920913+00:00,no,,yes,LOW,Marketing,Marketing & Communications / Business & Finance / Media & Journalism
78b3f673-6c24-452a-acf8-8846f7fd4cf2,Corporate Event Coordinator,Hospitality & Events,"Business & Finance,Design & Creative",2026-04-22T02:52:33.295118+00:00,no,,yes,LOW,Logistics,Supply Chain & Operations / Aviation & Transportation
799f4e4a-88c5-4861-9980-807961970e6c,Destination Manager,Hospitality & Events,"Business & Finance,Design & Creative",2026-05-25T02:31:55.535964+00:00,no,,yes,LOW,Logistics,Supply Chain & Operations / Aviation & Transportation
7a540c79-f6c1-42c1-aad2-069b30a5c91a,Event Venue Operator,Hospitality & Events,"Business & Finance,Entrepreneurship",2026-05-18T02:13:17.486716+00:00,no,,yes,LOW,Logistics,Supply Chain & Operations / Aviation & Transportation
7aa1e443-9bd4-4d12-a110-5bef8e4b77fd,Luxury Goods Inspector,Fashion & Beauty,"Business & Finance,Design & Creative",2026-06-22T02:45:07.486361+00:00,no,,yes,MEDIUM,Inspector,Law & Government / Environment & Sustainability / Architecture & Urban Planning / Supply Chain & Operations / Food & Culinary / Aviation & Transportation
7cc48666-79ba-4911-99ad-7c4ec52df1a9,Niche Social Media Brand Owner,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",2026-04-22T02:52:34.239097+00:00,no,,yes,LOW,Fashion,Fashion & Beauty / Design & Creative / Arts & Performance
7df1ed22-7908-4d7c-bf48-7b0a1481b9b3,Community Marketplace Developer,Entrepreneurship,"Business & Finance,Social Impact & Nonprofit",2026-07-09T03:50:29.546594+00:00,no,,yes,HIGH,Developer,Tech & Engineering / Gaming & Esports / Cybersecurity / Media & Journalism
7e16d766-35b9-4d04-8556-089775fed12b,Package Designer,Design & Creative,"Entrepreneurship,Fashion & Beauty",2026-04-30T01:58:55.719627+00:00,no,,yes,LOW,Sustainability,Environment & Sustainability / Business & Finance / Supply Chain & Operations / Architecture & Urban Planning
7e9e0de1-d895-4016-a83e-818ad0f72cf1,Local Delivery Service Owner,Entrepreneurship,"Business & Finance,Tech & Engineering",2026-05-08T02:04:15.518983+00:00,no,,yes,LOW,Logistics,Supply Chain & Operations / Aviation & Transportation
8057c561-ba98-4b32-8b7e-1a773d19e8b0,Occupational Health Physician,Hospitality & Events,"Food & Culinary,Marketing & Communications",2026-04-22T02:52:33.86077+00:00,no,,yes,HIGH,Physician,Healthcare & Medicine
806889fd-e2fd-459d-9291-7bec8c35a5be,Package Designer (Product),Design & Creative,"Fashion & Beauty,Entrepreneurship",2026-04-22T02:52:30.264317+00:00,no,,yes,LOW,Sustainability,Environment & Sustainability / Business & Finance / Supply Chain & Operations / Architecture & Urban Planning
8170987f-51cb-4bb8-b2ed-38ca6230cffc,Performing Arts Venue Programmer,Arts & Performance,"Hospitality & Events,Business & Finance",2026-05-21T02:12:31.848098+00:00,no,,yes,HIGH,Programmer,Tech & Engineering / Gaming & Esports
818f1dee-4f74-46a6-8604-7400e97af173,Software-as-a-Service (SaaS) Consultant,Arts & Performance,"Media & Journalism,Design & Creative,Architecture & Urban Planning",2026-04-22T02:52:33.477982+00:00,no,,yes,HIGH,Software,Tech & Engineering / Gaming & Esports / Cybersecurity
81d5e6d4-f13d-4db7-9e72-9b930910ca75,Referee and Umpire Coordinator,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",2026-04-22T02:52:32.680575+00:00,no,,yes,HIGH,Referee,Sports & Fitness
82f56370-036f-4f34-8754-ccd3f830b55e,Cultural Programmer (Museums),Arts & Performance,"Education & Coaching,Hospitality & Events",2026-05-09T01:56:35.357685+00:00,no,,yes,HIGH,Programmer,Tech & Engineering / Gaming & Esports
835063b8-6896-424f-9429-b4e095f45899,Pharmaceutical Quality Assurance Analyst,Supply Chain & Operations,"Business & Finance,Tech & Engineering,Science & Research",2026-04-22T02:52:32.086589+00:00,no,,yes,LOW,Patient,Healthcare & Medicine
83a54ea8-a52d-4bba-b847-8b46c60c3284,Corporate Meeting Planner,Hospitality & Events,"Business & Finance,Design & Creative",2026-06-06T02:07:26.380731+00:00,no,,yes,LOW,Logistics,Supply Chain & Operations / Aviation & Transportation
83a89c3c-22d1-4af2-9547-d14196deb272,Cryptography Engineer,Cybersecurity,"Tech & Engineering,Law & Government,Architecture & Urban Planning",2026-04-22T02:52:32.271017+00:00,no,,yes,LOW,Actor,Arts & Performance / Media & Journalism
83c29d22-f870-439f-8864-37a1e6ac2aec,Specialty Food Product Developer,Entrepreneurship,"Business & Finance,Design & Creative",2026-05-28T02:03:08.570219+00:00,no,,yes,HIGH,Developer,Tech & Engineering / Gaming & Esports / Cybersecurity / Media & Journalism
850f4335-8c5a-4a93-a42a-c805be39fb68,Sports Franchise Operations Manager,Sports & Fitness,"Business & Finance,Hospitality & Events",2026-06-23T04:04:02.846687+00:00,no,,yes,LOW,Logistics,Supply Chain & Operations / Aviation & Transportation
85336afb-8674-42fd-80f8-7f5706e8f03b,Clinical Trial Protocol Developer,Science & Research,"Healthcare & Medicine,Law & Government",2026-07-05T04:01:20.645336+00:00,no,,yes,HIGH,Developer,Tech & Engineering / Gaming & Esports / Cybersecurity / Media & Journalism
876c7b93-655b-478c-af03-557d12a71aff,Ceramic Artist Studio Owner,Arts & Performance,"Entrepreneurship,Design & Creative",2026-06-14T02:37:17.60716+00:00,no,,yes,LOW,Marketing,Marketing & Communications / Business & Finance / Media & Journalism
87b3c20a-40a7-40c8-a843-fb448b4ce458,Alternative Protein Startup Founder,Entrepreneurship,"Science & Research,Environment & Sustainability",2026-05-13T02:08:00.525711+00:00,no,,yes,LOW,Supply Chain,Supply Chain & Operations
88542978-990c-4058-9227-940b3f21b761,Carbon Offset Developer,Environment & Sustainability,"Business & Finance,Science & Research",2026-07-20T03:41:21.177995+00:00,no,,yes,HIGH,Developer,Tech & Engineering / Gaming & Esports / Cybersecurity / Media & Journalism
899d7e11-d2e6-45bb-bfcc-d226d08ea539,Internal Auditor,Sports & Fitness,"Healthcare & Medicine,Marketing & Communications,Science & Research",2026-04-22T02:52:33.477982+00:00,no,,yes,HIGH,Auditor,Business & Finance / Law & Government
89c371d1-f05c-4d32-8234-fd7573ec46e0,Luxury Hair Care Product Developer,Fashion & Beauty,"Design & Creative,Entrepreneurship",2026-06-25T04:06:51.461395+00:00,no,,yes,HIGH,Developer,Tech & Engineering / Gaming & Esports / Cybersecurity / Media & Journalism
89c91c99-7fe8-43c4-af6a-34ebd835dc69,Medical School Admissions Counselor,Education & Coaching,"Social Impact & Nonprofit,Tech & Engineering,Architecture & Urban Planning",2026-04-22T02:52:32.680575+00:00,no,,yes,MEDIUM,Medical,Healthcare & Medicine / Science & Research
8a6868df-05fb-42dd-9a91-d86060fd533e,Volunteer Programs Director,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",2026-04-22T02:52:34.465719+00:00,no,,yes,LOW,Nonprofit,Social Impact & Nonprofit / Business & Finance
8a8c5787-f121-4c29-9a83-3f1718f25754,Supply Chain Risk Manager,Business & Finance,"Law & Government,Tech & Engineering",2026-06-02T02:37:14.583678+00:00,no,,yes,HIGH,Supply Chain,Supply Chain & Operations
8b27bac1-5b6e-46b6-8400-8f8b53f3fcb2,Community Outreach Coordinator,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Architecture & Urban Planning",2026-04-22T02:52:29.422718+00:00,no,,yes,LOW,Nonprofit,Social Impact & Nonprofit / Business & Finance
8cea4efc-eab4-42a0-ad7d-8c65c82c6ed9,Hotel Digital Marketing Manager,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",2026-04-22T02:52:29.422718+00:00,no,,yes,HIGH,Hotel,Hospitality & Events
8d5174cf-860a-4bdb-b9e4-7a02987d7f27,Convention Center Coordinator,Hospitality & Events,Business & Finance,2026-05-04T01:54:13.05175+00:00,no,,yes,LOW,Logistics,Supply Chain & Operations / Aviation & Transportation
8e343f1c-a335-4920-8a6a-71f27c4f8f59,Wedding Planner (Destination),Hospitality & Events,"Design & Creative,Business & Finance",2026-04-22T02:52:32.086589+00:00,no,,yes,LOW,Logistics,Supply Chain & Operations / Aviation & Transportation
8e3c7a49-bd9e-424c-a54a-3d32367f5412,Corporate Treasurer,Arts & Performance,"Media & Journalism,Design & Creative,Science & Research",2026-04-22T02:52:32.496342+00:00,no,,yes,LOW,Investment,Business & Finance
8e436142-8831-4949-b5f7-dfd7ecad1e1f,Emergency Room Physician,Cybersecurity,"Tech & Engineering,Law & Government,Science & Research",2026-04-22T02:52:32.086589+00:00,no,,yes,HIGH,Physician,Healthcare & Medicine
900a4b22-69da-407f-bdb9-d65a2d200ce8,Theater Lighting Technician,Science & Research,"Healthcare & Medicine,Tech & Engineering,Architecture & Urban Planning",2026-04-22T02:52:34.616352+00:00,no,,yes,HIGH,Theater,Arts & Performance
90563e5d-65e4-47c5-8f9c-d0965b0b0fc7,Quantitative Analyst,Fashion & Beauty,"Design & Creative,Marketing & Communications,Science & Research",2026-04-22T02:52:33.087307+00:00,no,,yes,LOW,Investment,Business & Finance
9070ba23-beff-4756-9a30-1caf76325ed4,Budget Analyst,Education & Coaching,"Social Impact & Nonprofit,Tech & Engineering,Science & Research",2026-04-22T02:52:32.271017+00:00,no,,yes,LOW,Hospital,Healthcare & Medicine
91a1ba98-abee-441d-827c-b70fe816abea,Fair Trade Advocate,Social Impact & Nonprofit,"Law & Government,Education & Coaching",2026-05-18T02:13:35.633599+00:00,no,,yes,LOW,Supply Chain,Supply Chain & Operations
923a3a01-db58-4f18-8938-71e8d56f4663,Restaurant Private Event Manager,Hospitality & Events,"Business & Finance,Design & Creative",2026-05-08T02:05:02.360931+00:00,no,,yes,LOW,Logistics,Supply Chain & Operations / Aviation & Transportation
928a5b4b-e54f-4015-950a-0ed0140dcd9b,Private Equity Associate,Arts & Performance,"Media & Journalism,Design & Creative,Science & Research",2026-04-22T02:52:31.845128+00:00,no,,yes,LOW,Investment,Business & Finance
928eff4e-26ea-4aee-a131-7aab06f99cf0,Financial Planning Analyst,Science & Research,"Healthcare & Medicine,Tech & Engineering",2026-04-22T02:52:32.086589+00:00,no,,yes,LOW,Investment,Business & Finance
929c4575-4558-43c5-bf92-2e482123dc97,Investigative Journalist,Science & Research,"Healthcare & Medicine,Tech & Engineering,Arts & Performance",2026-04-22T02:52:31.20659+00:00,no,,yes,HIGH,Journalist,Media & Journalism
92e331f6-dd5d-43dc-b41b-5d74ebd23359,Health and Wellness App Founder,Entrepreneurship,"Tech & Engineering,Healthcare & Medicine",2026-05-20T02:12:17.85599+00:00,no,,yes,LOW,Marketing,Marketing & Communications / Business & Finance / Media & Journalism
93163ada-07da-499e-83ba-510d9a602759,Commercial Kitchen Operator (Shared Space),Entrepreneurship,"Hospitality & Events,Social Impact & Nonprofit",2026-05-19T02:13:44.839112+00:00,no,,yes,LOW,Compliance,Law & Government / Business & Finance / Healthcare & Medicine / Cybersecurity / Environment & Sustainability / Supply Chain & Operations
931ec5dc-ee9c-4c4b-b950-cd81de15cbed,Pop-Up Retail Owner,Entrepreneurship,"Design & Creative,Hospitality & Events",2026-07-19T03:25:55.719621+00:00,no,,yes,LOW,Inventory,Supply Chain & Operations / Business & Finance
9456a2e9-4934-4205-837d-9af9f1d26ad1,Medical Device Sales Representative,Entrepreneurship,"Business & Finance,Tech & Engineering,Architecture & Urban Planning",2026-04-22T02:52:31.845128+00:00,no,,yes,MEDIUM,Medical,Healthcare & Medicine / Science & Research
